UNIFAC_parameters

-type
  classic
  
-list_of_main_groups
  8   8   0.0       0.0  0.0  0.0       0.0  0.0
  8   9   759.77    0.0  0.0  -212.41   0.0  0.0
  8   10  98.93     0.0  0.0  -38.57    0.0  0.0
  8   11  270.87    0.0  0.0  151.25    0.0  0.0
  8   14  635.5     0.0  0.0  -202.5    0.0  0.0
  8   17  -253.11   0.0  0.0  399.94    0.0  0.0
  8   18  12.27     0.0  0.0  1.44      0.0  0.0
  8   20  34.65     0.0  0.0  -106.53   0.0  0.0
  8   21  12.43     0.0  0.0  339.29    0.0  0.0
  8   23  -403.26   0.0  0.0  738.88    0.0  0.0
  8   28  389.73    0.0  0.0  -164.81   0.0  0.0
  8   32  -169.35   0.0  0.0  279.51    0.0  0.0
  8   34  215.97    0.0  0.0  -208.34   0.0  0.0
  8   38  461.93    0.0  0.0  -161.4    0.0  0.0
  9   0   428.56    0.0  0.0  638.02    0.0  0.0
  9   1   183.48    0.0  0.0  289.16    0.0  0.0
  9   2   385.39    0.0  0.0  213.7     0.0  0.0
  9   8   -212.41   0.0  0.0  759.77    0.0  0.0
  9   9   0.0       0.0  0.0  0.0       0.0  0.0
  9   32  271.34    0.0  0.0  -11.7     0.0  0.0
  9   38  226.23    0.0  0.0  12.39     0.0  0.0
  10  0   66.81     0.0  0.0  260.01    0.0  0.0
  10  1   479.7     0.0  0.0  -42.2     0.0  0.0
  10  2   -46.69    0.0  0.0  51.7      0.0  0.0
  10  3   215.75    0.0  0.0  -58.94    0.0  0.0
  10  4   69.07     0.0  0.0  594.98    0.0  0.0
  10  5   -142.82   0.0  0.0  420.38    0.0  0.0
  10  8   -38.57    0.0  0.0  98.93     0.0  0.0
  10  10  0.0       0.0  0.0  0.0       0.0  0.0
  10  17  100.84    0.0  0.0  -72.3     0.0  0.0
  10  18  149.09    0.0  0.0  -108.02   0.0  0.0
  10  32  106.05    0.0  0.0  -96.37    0.0  0.0
  10  38  0.02      0.0  0.0  43.56     0.0  0.0
  11  0   600.17    0.0  0.0  383.91    0.0  0.0
  11  6   56.0      0.0  0.0  510.0     0.0  0.0
  11  8   151.25    0.0  0.0  270.87    0.0  0.0
  11  11  0.0       0.0  0.0  0.0       0.0  0.0
  12  0   28.84     0.0  0.0  172.77    0.0  0.0
  12  2   0.67      0.0  0.0  -101.85   0.0  0.0
  12  3   -379.66   0.0  0.0  396.3     0.0  0.0
  12  4   60.09     0.0  0.0  715.98    0.0  0.0
  12  12  0.0       0.0  0.0  0.0       0.0  0.0
  12  17  -1144.2   0.0  0.0  -955.74   0.0  0.0
  12  28  622.67    0.0  0.0  -409.08   0.0  0.0
  13  0   217.06    0.0  0.0  216.12    0.0  0.0
  13  6   -87.26    0.0  0.0  -450.63   0.0  0.0
  13  13  0.0       0.0  0.0  0.0       0.0  0.0
  14  0   778.69    0.0  0.0  740.89    0.0  0.0
  14  8   -202.5    0.0  0.0  635.5     0.0  0.0
  14  14  0.0       0.0  0.0  0.0       0.0  0.0
  14  17  181.48    0.0  0.0  198.55    0.0  0.0
  14  18  989.11    0.0  0.0  158.7     0.0  0.0
  15  0   1043.41   0.0  0.0  1071.1    0.0  0.0
  15  1   788.67    0.0  0.0  1051.12   0.0  0.0
  15  2   150.0     0.0  0.0  1349.18   0.0  0.0
  15  3   665.4     0.0  0.0  522.89    0.0  0.0
  15  15  0.0       0.0  0.0  0.0       0.0  0.0
  16  0   72.8      0.0  0.0  54.82     0.0  0.0
  16  1   -73.93    0.0  0.0  231.91    0.0  0.0
  16  2   -521.82   0.0  0.0  941.89    0.0  0.0
  16  3   939.53    0.0  0.0  -263.35   0.0  0.0
  16  16  0.0       0.0  0.0  0.0       0.0  0.0
  17  0   26.98     0.0  0.0  552.13    0.0  0.0
  17  1   -114.09   0.0  0.0  624.24    0.0  0.0
  17  2   -222.62   0.0  0.0  686.09    0.0  0.0
  17  3   109.35    0.0  0.0  120.99    0.0  0.0
  17  4   214.03    0.0  0.0  247.54    0.0  0.0
  17  8   399.94    0.0  0.0  -253.11   0.0  0.0
  17  10  -72.3     0.0  0.0  100.84    0.0  0.0
  17  12  -955.74   0.0  0.0  -1144.2   0.0  0.0
  17  14  198.55    0.0  0.0  181.48    0.0  0.0
  17  17  0.0       0.0  0.0  0.0       0.0  0.0
  17  18  -325.0    0.0  0.0  320.0     0.0  0.0
  17  21  47.1      0.0  0.0  491.48    0.0  0.0
  18  0   78.34     0.0  0.0  34.75     0.0  0.0
  18  1   -112.18   0.0  0.0  256.46    0.0  0.0
  18  2   -94.73    0.0  0.0  26.66     0.0  0.0
  18  3   651.27    0.0  0.0  -310.29   0.0  0.0
  18  4   576.5     0.0  0.0  -174.86   0.0  0.0
  18  5   267.76    0.0  0.0  306.03    0.0  0.0
  18  7   1004.59   0.0  0.0  860.88    0.0  0.0
  18  8   1.44      0.0  0.0  12.27     0.0  0.0
  18  10  -108.02   0.0  0.0  149.09    0.0  0.0
  18  14  158.7     0.0  0.0  989.11    0.0  0.0
