UNIFAC_parameters

-type
  modified

-list_of_main_groups
  8   79  -447.32   0.0       0.0          2152.54   0.0       0.0        
  8   81  22.58     0.6493    0.0          -1.1      -0.0527   0.0        
  8   82  -473.72   0.0       0.0          -127.68   0.0       0.0        
  8   83  108.62    -0.2455   0.0          373.97    -0.2363   0.0        
  8   86  260.0     -1.8627   0.0          442.73    0.5518    0.0        
  9   0   569.78    0.0       0.0          864.14    0.0       0.0        
  9   1   228.7     0.186     0.0          496.71    0.4187    0.0        
  9   2   -308.79   1.4571    0.0          26.89     1.2527    0.0        
  9   3   5812.91   97.8575   0.0          900.31    -1.11     0.0        
  9   4   -1080.74  -7.7991   0.035174     -78.64    1.6703    -0.006133  
  9   5   -9927.31  42.6877   0.0          -1798.93  4.0755    0.0        
  9   6   -119.4    0.4018    -0.0018762   -397.91   1.183     0.0063247  
  9   8   -46.09    0.0       0.0          170.17    0.0       0.0        
  9   9   0         0         0            0         0         0          
  9   10  -203.44   0.0       0.0          364.92    0.0       0.0        
  9   11  38.83     0.0       0.0          69.28     0.0       0.0        
  9   12  205.56    -0.3549   0.0          256.83    -0.1205   0.0        
  9   13  174.34    0.0       0.0          97.69     0.0       0.0        
  9   19  203.44    0.0       0.0          -49.85    0.0       0.0        
  9   20  2172.13   -5.2664   0.0          -504.67   1.6569    0.0        
  9   21  0.92      0.0       0.0          367.11    0.0       0.0        
  9   28  -422.25   0.0       0.0          -362.25   0.0       0.0        
  9   29  66.11     0.0       0.0          -803.04   0.0       0.0        
  9   31  191.64    0.0       0.0          285.69    0.0       0.0        
  9   33  986.13    0.0       0.0          -163.08   0.0       0.0        
  9   36  -644.7    0.0       0.0          2924.91   0.0       0.0        
  9   38  -133.49   0.0       0.0          430.73    0.0       0.0        
  9   41  2054.4    -4.9377   0.0          1055.48   -0.2444   0.0        
  9   52  26.43     0.0       0.0          178.94    0.0       0.0        
  9   53  35.66     0.0       0.0          -81.93    0.0       0.0        
  9   59  3280.02   0.0       0.0          -193.12   0.0       0.0        
  10  0   737.0     -3.0713   0.0031041    113.19    1.8837    -0.0038391 
  10  1   77.02     0.1425    0.0          284.78    -0.7037   0.0        
  10  2   834.28    -3.3669   0.0030476    -436.58   2.5648    -0.0031523 
  10  3   1624.0    -9.409    0.01338      -242.5    2.72      -0.003449  
  10  4   252.79    2.6565    -0.0079064   1097.75   -7.8816   0.013497   
  10  5   569.85    -0.6599   0.0          161.85    -0.6581   0.0        
  10  6   -12.36    -0.408    -0.00016248  3.28      2.1301    -0.00056037
  10  7   -38.6     -0.3273   0.0          -858.29   1.5063    0.0        
  10  8   -19.76    0.96      0.0          61.56     -0.8304   0.0        
  10  9   364.92    0.0       0.0          -203.44   0.0       0.0        
  10  10  0         0         0            0         0         0          
  10  11  -167.65   0.0       0.0          101.8     0.0       0.0        
  10  12  428.62    -11.4456  0.051758     297.18    -2.7538   0.0034779  
  10  13  870.7     -0.1941   0.0          -394.81   0.3107    0.0        
  10  14  3787.08   -31.1174  0.062479     3294.81   -17.9984  0.022402   
  10  15  -113.96   -0.4394   0.0          310.83    5.3833    0.0        
  10  16  3956.86   -23.7931  0.037323     -653.02   1.4126    -0.0015804 
  10  17  688.44    -1.8943   0.0          -273.05   -0.2657   0.0        
  10  18  -44.56    1.7848    0.0          97.05     -1.2787   0.0        
  10  19  565.9     -1.0278   0.0          -250.76   0.5169    0.0        
  10  20  -46.34    0.5595    0.0          110.82    -0.5377   0.0        
  10  21  633.92    -2.4097   0.0          -1040.42  3.6728    0.0        
  10  23  38.89     -0.2833   0.0          259.15    0.0345    0.0        
  10  24  29.36     0.0       0.0          -303.6    0.0       0.0        
  10  25  -65.23    -0.4344   0.0          79.48     0.2144    0.0        
  10  26  -5214.61  20.0452   0.0          436.92    -3.1202   0.0        
  10  27  2306.48   -2.2155   -0.011756    2313.36   -15.7877  0.02649    
  10  29  161.66    0.0       0.0          -166.05   0.0       0.0        
  10  30  858.89    -2.7274   0.0          -461.18   1.963     0.0        
  10  31  0.79      0.0       0.0          121.52    0.0       0.0        
  10  32  -349.84   1.3813    0.0          561.59    -1.7731   0.0        
  10  33  -73.0     0.383     0.0          31.02     -0.4937   0.0        
  10  34  -49.6     -0.3743   0.0          149.52    -0.1905   0.0        
  10  35  315.92    0.0       0.0          -235.44   0.0       0.0        
  10  36  -1776.98  10.7644   0.0          -211.51   0.1827    0.0        
  10  38  255.69    0.0019    0.0          73.22     -0.6766   0.0        
  10  40  -25.88    0.4538    0.0          122.59    -1.6415   0.0        
  10  41  483.2     -2.218    0.0018974    516.11    -0.2411   -0.00021344
  10  42  -262.33   0.0       0.0          525.98    0.0       0.0        
  10  43  10.95     0.0       0.0          -88.85    0.0       0.0        
  10  44  -420.05   0.4774    0.0          476.27    -0.5866   0.0        
  10  46  758.13    -0.2593   0.0          32.71     -0.8641   0.0        
  10  47  -3562.43  51.3635   0.0          5.43      -1.0709   0.0        
  10  48  2973.58   -5.4555   0.0          81.64     -1.3111   0.0        
  10  52  -44.42    0.0       0.0          76.6      0.0       0.0        
  10  53  159.69    0.0       0.0          -87.36    0.0       0.0        
  10  54  275.66    0.0       0.0          -219.21   0.0       0.0        
  10  59  165.33    -0.2476   0.0          92.38     -0.2476   0.0        
  10  74  581.06    0.0       0.0          -292.82   0.0       0.0        
  10  81  278.88    0.0       0.0          -56.26    0.0       0.0        
  11  0   237.35    -0.7084   -0.00019047  521.38    -0.5881   0.0003446  
  11  1   322.48    -1.0911   0.0          -29.63    0.8242    0.0        
  11  2   123.43    -0.525    0.0          113.93    0.3235    0.0        
  11  3   389.08    2.5602    0.0          211.93    -0.3958   0.0        
  11  4   -233.71   5.3056    -0.0099789   292.25    -0.7058   0.00010613 
  11  5   537.61    -0.2171   0.0          218.0     -0.7755   0.0        
  11  6   1274.05   -0.2557   -0.0030377   -67.62    -0.0932   -2.5332e-05
  11  7   12.79     0.0       0.0          -135.72   0.0       0.0        
  11  8   501.24    0.0       0.0          -286.8    0.0       0.0        
  11  9   69.28     0.0       0.0          38.83     0.0       0.0        
  11  10  101.8     0.0       0.0          -167.65   0.0       0.0        
  11  11  0         0         0            0         0         0          
  11  12  15.66     0.0       0.0          -81.0     0.0       0.0        
  11  13  166.74    0.0       0.0          71.88     0.0       0.0        
  11  17  3372.67   0.0       0.0          -342.99   0.0       0.0        
  11  18  -62.84    0.0       0.0          92.69     0.0       0.0        
  11  23  -106.15   0.3475    0.0          450.76    -0.6088   0.0        
  11  24  2040.09   0.0       0.0          332.85    0.0       0.0        
  11  28  117.27    0.0       0.0          29.91     0.0       0.0        
  11  36  -250.44   0.0       0.0          383.08    0.0       0.0        
  11  38  -25.11    0.0       0.0          4.43      0.0       0.0        
  11  41  357.04    -1.2227   0.0          245.06    0.5452    0.0        
  11  43  85.56     0.0       0.0          -161.36   0.0       0.0        
  11  44  236.71    -1.3375   0.0          -573.55   2.6039    0.0        
  11  52  -174.88   0.0       0.0          122.53    0.0       0.0        
  11  59  232.94    0.0       0.0          -53.52    0.0       0.0        
  12  0   -0.39     0.3745    0.0          204.31    -0.5302   0.0        
  12  1   193.05    -0.1982   0.0          -42.31    -0.0428   0.0        
  12  2   -125.0    0.7224    0.0          -6.13     -0.2221   0.0        
  12  3   49.94     -0.4694   0.0          186.2     0.2496    0.0        
  12  4   650.9     -0.7132   0.00082      816.7     -5.092    0.00607    
  12  5   376.35    0.0763    0.0          -98.37    -0.4145   0.0        
  12  6   -44.29    0.5553    0.00096627   -46.96    -0.3124   0.0017411  
  12  7   -80.58    0.0       0.0          -329.3    0.0       0.0        
  12  8   737.4     -0.6434   -0.0027909   3646.91   -26.9306  0.046438   
  12  9   256.83    -0.1205   0.0          205.56    -0.3549   0.0        
  12  10  297.18    -2.7538   0.0034779    428.62    -11.4456  0.051758   
  12  11  -81.0     0.0       0.0          15.66     0.0       0.0        
  12  12  0         0         0            0         0         0          
  12  13  -115.76   0.9716    0.0          111.63    -0.992    0.0        
  12  14  21.09     0.0       0.0          398.64    0.0       0.0        
  12  15  43.69     0.0       0.0          -169.43   0.0       0.0        
  12  16  1654.94   -3.6944   0.0          -373.08   -0.398    0.0        
  12  17  -93.85    0.0       0.0          -277.88   0.0       0.0        
  12  18  1987.0    -8.022    0.01065      -588.8    1.481     -0.002636  
  12  19  -210.79   2.1044    0.0          115.14    -1.4055   0.0        
  12  20  -387.22   0.0155    0.0091663    527.3     -3.819    0.003261   
  12  21  -748.34   -5.8018   0.036716     159.48    -2.3995   0.0020583  
  12  22  -558.05   1.1771    0.0          1266.83   -2.8613   0.0        
  12  23  -380.21   1.168     0.0          378.79    -0.9524   0.0        
  12  24  49.05     -0.4437   0.00026171   -242.58   0.0798    0.0011737  
  12  25  -356.63   0.9557    0.0          331.65    -1.4815   0.0        
  12  26  490.39    0.0       0.0          -610.9    0.0       0.0        
  12  27  -73.99    1.9664    -0.0005049   247.99    -1.5101   2.5228e-05 
  12  28  -51.99    0.0       0.0          72.4      0.0       0.0        
  12  29  383.74    0.0       0.0          -238.83   0.0       0.0        
  12  31  -72.46    0.0       0.0          685.28    0.0       0.0        
  12  32  719.14    0.0       0.0          -444.76   0.0       0.0        
  12  33  -117.96   0.1874    0.0          202.99    -0.7018   0.0        
  12  34  620.88    0.0       0.0          -471.41   0.0       0.0        
  12  36  -501.1    1.2324    0.0          -425.22   1.3205    0.0        
  12  37  219.14    -1.7244   0.0          -769.64   3.6361    0.0        
  12  38  4726.7    0.0       0.0          -414.64   0.0       0.0        
  12  39  27.35     -0.6974   0.00057798   -88.8     -0.6903   0.002435   
  12  40  -498.54   0.0       0.0          3596.64   0.0       0.0        
  12  41  179.92    -0.0812   0.0          118.36    -0.353    0.0        
  12  42  -466.45   1.183     0.0          1033.53   -2.8439   0.0        
  12  43  -335.44   0.0       0.0          345.03    0.0       0.0        
  12  44  -139.68   -0.6728   0.0          614.1     -0.3569   0.0        
  12  45  -1.19     0.0       0.0          -112.87   0.0       0.0        
  12  47  1321.52   0.0       0.0          -361.25   0.0       0.0        
  12  48  3858.07   -9.278    0.0          -224.78   -0.4106   0.0        
  12  49  48.93     0.0       0.0          -67.5     0.0       0.0        
  12  52  585.7     0.0       0.0          -298.34   0.0       0.0        
  12  54  792.41    -2.433    0.0          -698.33   1.9691    0.0        
  12  59  346.23    0.0473    0.0          -66.65    -0.4492   0.0        
  12  77  198.77    0.0       0.0          -96.61    0.0       0.0        
  12  86  268.79    0.0       0.0          -134.25   0.0       0.0        
  13  0   316.72    -2.6579   0.0033917    -178.35   5.0636    -0.010134  
  13  1   308.74    -6.0972   0.013128     1953.46   -7.0768   0.012222   
  13  2   -121.0    -1.901    0.006999     2036.0    -8.729    0.008138   
  13  3   -45.44    5.141     -0.0142      2977.0    -19.16    0.03333    
  13  4   -149.83   -0.3414   0.0014055    -842.7    2.5595    -0.0013147 
  13  5   -588.47   0.6302    0.0          -392.43   1.1325    0.0        
  13  6   -1159.82  4.7895    -0.0076644   2681.11   -15.3399  0.022312   
  13  7   -1182.13  0.0       0.0          -442.15   0.0       0.0        
  13  8   589.37    -2.145    0.0          -176.67   1.0645    0.0        
  13  9   97.69     0.0       0.0          174.34    0.0       0.0        
  13  10  -394.81   0.3107    0.0          870.7     -0.1941   0.0        
  13  11  71.88     0.0       0.0          166.74    0.0       0.0        
  13  12  111.63    -0.992    0.0          -115.76   0.9716    0.0        
  13  13  0         0         0            0         0         0          
  13  14  1477.73   -12.7877  0.025641     -953.52   9.1815    -0.019353  
  13  15  -632.05   -0.1115   0.01058      1166.33   -5.9524   0.004801   
  13  18  74.91     0.0       0.0          74.61     0.0       0.0        
  13  20  377.41    0.0       0.0          -183.85   0.0       0.0        
  13  23  -68.27    -0.3247   0.0          294.85    0.0152    0.0        
  13  24  513.7     -7.6298   0.0          7099.13   -17.3588  0.0        
  13  28  -220.03   0.0       0.0          276.69    0.0       0.0        
  13  34  -157.6    0.0       0.0          158.76    0.0       0.0        
  13  38  -61.38    0.0       0.0          -1.07     0.0       0.0        
  13  41  22.47     -0.631    0.0          819.32    -1.0439   0.0        
  13  42  -96.64    0.0       0.0          103.93    0.0       0.0        
  13  45  -28.41    0.0       0.0          110.19    0.0       0.0        
  13  46  413.11    0.0       0.0          -293.93   0.0       0.0        
  13  59  -248.19   0.0       0.0          9.62      0.0       0.0        
  13  77  2321.26   -4.8118   0.0          298.64    -1.5848   0.0        
  13  78  -311.53   0.0       0.0          397.33    0.0       0.0        
  13  87  -2367.71  6.8183    0.0          1572.07   -5.5233   0.0        
  14  0   -37.73    -0.1101   0.0          799.62    -1.7341   0.0        
  14  1   -124.32   0.0       0.0          224.8     0.0       0.0        
  14  2   796.5     -2.5016   0.0          -371.5    1.3487    0.0        
  14  3   -162.23   0.0       0.0          405.01    0.0       0.0        
  14  4   -758.38   2.2065    0.0          -24.05    -0.8206   0.0        
  14  5   -731.03   1.1565    0.0          -571.35   1.4152    0.0        
  14  6   369.65    -7.2717   0.014669     60.64     7.3537    -0.020776  
  14  8   18.37     0.0       0.0          49.66     0.0       0.0        
  14  10  3294.81   -17.9984  0.022402     3787.08   -31.1174  0.062479   
  14  12  398.64    0.0       0.0          21.09     0.0       0.0        
  14  13  -953.52   9.1815    -0.019353    1477.73   -12.7877  0.025641   
  14  14  0         0         0            0         0         0          
  14  15  -28.43    0.0478    0.0          37.75     0.0083    0.0        
  14  17  -1147.4   0.0       0.0          -326.24   0.0       0.0        
  14  18  120.4     0.5206    0.0          296.41    -1.5384   0.0        
  14  23  111.27    0.0       0.0          -42.1     0.0       0.0        
  14  24  222.3     4.1534    0.0          -694.66   1.9226    0.0        
  14  37  -448.78   0.0       0.0          1017.74   0.0       0.0        
  14  38  -88.49    0.0       0.0          -230.55   0.0       0.0        
  14  41  -286.18   0.6545    0.0          1172.1    -2.7669   0.0        
  14  42  -186.98   0.0       0.0          295.07    0.0       0.0        
  14  46  716.01    0.0818    0.0          -73.28    -0.6408   0.0        
  14  77  29.3      0.0       0.0          58.67     0.0       0.0        
  15  0   542.7     -0.2562   -0.0060572   -664.03   2.5482    0.0015386  
  15  1   -131.5    0.0       0.0          165.3     0.0       0.0        
  15  2   -320.92   0.4892    0.0          1445.18   -3.8918   0.0        
  15  3   96.26     2.403     -0.0085058   111.56    -0.4605   0.0024753  
  15  4   -6512.52  -7.7888   0.12112      -468.41   -2.4112   0.005947   
  15  5   3787.91   -25.1485  0.037691     -4424.9   17.7321   -0.0087254 
  15  6   -594.03   0.1992    7.7003e-05   329.91    -1.1284   0.0028117  
  15  7   -4888.1   0.0       0.0          25115.89  0.0       0.0        
  15  8   3278.54   1.1782    -0.012675    761.35    -5.7144   0.007985   
  15  10  310.83    5.3833    0.0          -113.96   -0.4394   0.0        
  15  12  -169.43   0.0       0.0          43.69     0.0       0.0        
  15  13  1166.33   -5.9524   0.004801     -632.05   -0.1115   0.01058    
  15  14  37.75     0.0083    0.0          -28.43    0.0478    0.0        
  15  15  0         0         0            0         0         0          
  15  18  3327.52   0.0       0.0          -402.88   0.0       0.0        
  15  20  146.94    0.0       0.0          -224.18   0.0       0.0        
  15  21  -99.14    0.0       0.0          -142.32   0.0       0.0        
  15  23  -261.18   1.0309    0.0          -509.33   1.4746    0.0        
  15  24  333.09    0.0777    0.0          -473.86   1.043     0.0        
  15  37  -7.53     -0.8077   0.0          35.16     0.0972    0.0        
  15  38  1071.57   -1.0273   0.0          103.93    -1.209    0.0        
  15  41  280.98    -1.4248   0.0          149.32    0.5156    0.0        
  15  42  155.98    -1.037    0.0          -43.48    0.8626    0.0        
  15  44  231.84    -1.5701   0.0          -645.45   1.1383    0.0        
  15  46  -579.15   12.7052   0.0          364.48    -2.0309   0.0        
  15  47  2193.66   0.0       0.0          -200.45   0.0       0.0        
  15  77  95.66     0.0       0.0          -38.44    0.0       0.0        
  16  0   11279.3   -56.4842  0.071276     -5103.18  39.2626   -0.059394  
  16  1   1905.79   3.4861    -0.0070926   -951.71   14.4763   -0.029467  
  16  2   2314.19   1.1647    0.0018606    1317.49   -2.6764   0.00054383 
  16  3   3658.82   -3.6557   -0.0074997   4206.45   -8.2185   0.027256   
  16  4   1325.0    -6.263    0.007584     -1114.0   5.916     -0.007126  
  16  5   61.28     -0.9526   0.0023761    -1689.57  13.7549   -0.022263  
  16  6   -3.54     -0.9412   0.0          139.89    0.494     0.0        
  16  7   -469.21   0.4973    0.0          28.53     -0.3213   0.0        
  16  8   389.92    -4.6144   0.0087337    -287.33   2.9191    -0.005063  
  16  10  -653.02   1.4126    -0.0015804   3956.86   -23.7931  0.037323   
  16  12  -373.08   -0.398    0.0          1654.94   -3.6944   0.0        
  16  16  0         0         0            0         0         0          
  16  17  352.72    -2.6904   0.0034041    -743.54   1.8055    0.0033698  
  16  18  60.38     1.995     -0.0053136   -243.17   0.3714    0.0025352  
  16  19  -512.05   -2.1758   0.0086728    -1464.58  10.3896   -0.016438  
  16  20  141.41    0.0       0.0          261.26    0.0       0.0        
  16  23  3173.44   20.1634   -0.054557    1344.58   -1.7152   -4.6685e-05
  16  24  2344.78   0.0       0.0          13426.9   0.0       0.0        
  16  26  -11.87    1.4611    0.0          208.89    -1.1125   0.0        
  16  30  -130.31   0.2599    0.0          195.34    0.7746    0.0        
  16  38  -1199.2   3.7778    0.0          193.31    -0.9866   0.0        
  16  41  1472.9    -3.8236   0.0015082    1817.22   -2.8872   0.0015293  
  16  42  -384.26   0.0       0.0          154.97    0.0       0.0        
  16  44  -279.52   7.4954    0.0          614.6     -1.2737   0.0        
  16  45  708.28    0.0       0.0          1346.95   0.0       0.0        
  16  46  9.82      -0.3108   0.0          -915.52   2.8674    0.0        
  16  74  488.31    0.0       0.0          516.11    0.0       0.0        
  16  75  301.8     0.0       0.0          53.34     0.0       0.0        
  17  0   180.43    0.3212    -0.0033627   941.53    -5.9816   0.010003   
  17  1   40.65     0.0       0.0          38.56     0.0       0.0        
  17  2   -150.54   -1.0618   0.001766     1264.99   -3.8439   0.0036324  
  17  3   385.65    -1.2539   -0.0020895   -1740.4   6.8801    0.0008683  
  17  4   -426.11   1.4293    -0.0027737   -2060.01  -0.872    0.17789    
  17  5   -35.72    -2.1754   0.0036591    645.69    -2.0751   0.0015218  
  17  6   -450.99   -0.0145   -0.0015056   2207.81   -8.1398   0.013788   
  17  7   -1597.32  4.5517    -0.0077904   -2124.74  39.7986   0.035768   
  17  8   147.96    -1.1734   0.0          -28.94    0.3597    0.0        
  17  10  -273.05   -0.2657   0.0          688.44    -1.8943   0.0        
  17  11  -342.99   0.0       0.0          3372.67   0.0       0.0        
  17  12  -277.88   0.0       0.0          -93.85    0.0       0.0        
  17  14  -326.24   0.0       0.0          -1147.4   0.0       0.0        
  17  16  -743.54   1.8055    0.0033698    352.72    -2.6904   0.0034041  
  17  17  0         0         0            0         0         0          
  17  18  -660.42   2.0188    0.0          938.82    -2.8191   0.0        
  17  19  -961.33   0.8635    0.0          349.3     -2.0813   0.0        
  17  20  -40.5     -1.0463   0.0011306    -54.99    0.6059    -0.0031052 
  17  21  -756.71   1.131     0.0          1652.15   -5.0074   0.0        
  17  22  -306.97   0.0       0.0          229.77    0.0       0.0        
  17  23  -159.73   -0.7966   0.0          723.95    0.1792    0.0        
  17  32  -80.91    -0.6851   0.0          -121.11   0.737     0.0        
  17  36  50.53     -0.798    0.0          -110.08   2.1903    0.0        
  17  37  197.95    -0.3316   -0.0004      -1052.5   1.6854    0.0027     
  17  38  -205.18   -0.0376   0.0          290.64    -0.5345   0.0        
  17  41  672.16    -2.0081   0.0          -14.03    0.1419    0.0        
  17  44  -298.68   -0.4906   0.0          -45.04    1.3453    0.0        
  17  46  489.93    -0.5591   -0.00102     -2250.64  5.4638    -0.00015   
  17  53  -248.31   0.0       0.0          759.16    0.0       0.0        
  17  76  -170.3    0.0       0.0          184.8     0.0       0.0        
  17  77  366.11    -1.9407   0.0          -30.75    6.0544    0.0        
  17  81  -410.93   0.0       0.0          44.05     0.0       0.0        
  17  83  -174.08   0.0       0.0          335.63    0.0       0.0        
  17  85  -403.63   0.0       0.0          -232.56   0.0       0.0        
  18  0   92.68     -0.7171   0.0          732.9     0.0947    0.0        
  18  1   93.34     -1.0537   0.0          1277.88   0.2094    0.0        
  18  2   715.47    -3.6278   0.0035521    -534.15   2.7758    -0.00054005
  18  3   358.9     -1.1203   0.0          -221.09   1.655     0.0        
  18  4   -22.12    4.2721    -0.010224    164.64    1.1945    -0.0025079 
  18  5   464.8     -0.262    0.0          211.7     -0.6737   0.0        
  18  6   484.32    -1.9699   0.00014249   -615.44   3.5111    0.00087503 
  18  7   -290.9    0.5037    0.0          71.73     0.1207    0.0        
  18  8   -7.59     0.5892    0.0          9.42      -0.6185   0.0        
  18  10  97.05     -1.2787   0.0          -44.56    1.7848    0.0        
  18  11  92.69     0.0       0.0          -62.84    0.0       0.0        
  18  12  -588.8    1.481     -0.002636    1987.0    -8.022    0.01065    
  18  13  74.61     0.0       0.0          74.91     0.0       0.0        
  18  14  296.41    -1.5384   0.0          120.4     0.5206    0.0        
  18  15  -402.88   0.0       0.0          3327.52   0.0       0.0        
  18  16  -243.17   0.3714    0.0025352    60.38     1.995     -0.0053136 
  18  17  938.82    -2.8191   0.0          -660.42   2.0188    0.0        
  18  18  0         0         0            0         0         0          
  18  19  117.33    0.9744    0.0          368.09    -1.1603   0.0        
  18  20  67.28     -0.9875   0.0          -182.16   1.6318    0.0        
  18  21  -143.84   0.0       0.0          106.57    0.0       0.0        
  18  22  20.47     0.0       0.0          177.0     0.0       0.0        
  18  23  51.9      -0.5853   0.0          -47.33    2.0651    0.0        
  18  24  -501.29   15.2279   0.0          -719.43   44.9234   0.0        
  18  25  125.93    -0.6946   0.0          -177.66   0.9418    0.0        
  18  27  532.89    0.0       0.0          364.87    0.0       0.0        
  18  28  -127.16   0.0       0.0          233.24    0.0       0.0        
  18  30  380.1     -1.1223   0.0          -9.18     1.099     0.0        
  18  32  -334.7    0.0       0.0          920.06    0.0       0.0        
  18  33  -26.47    -0.8055   0.0          629.26    -0.5256   0.0        
  18  34  325.2     0.0       0.0          -67.9     0.0       0.0        
  18  35  188.74    0.0       0.0          -104.5    0.0       0.0        
  18  36  -87.13    -0.1347   0.0          -132.14   3.0168    0.0        
  18  38  57.08     -0.7417   0.0          -160.48   1.0644    0.0        
  18  40  -14.1     0.0       0.0          -34.75    0.0       0.0        
  18  41  179.53    -1.3591   0.0011999    1704.72   -3.3048   0.0016451  
  18  42  130.48    -0.7887   0.0          -231.01   1.2154    0.0        
  18  43  -315.9    0.0       0.0          247.72    0.0       0.0        
  18  44  128.6     -0.9365   0.0          -492.94   2.3534    0.0        
  18  48  304.24    -0.71     0.0          -76.76    0.4413    0.0        
  18  54  22.87     0.0       0.0          4.54      0.0       0.0        
  18  59  63.81     0.0       0.0          87.94     0.0       0.0        
  18  83  -71.33    0.0       0.0          528.62    0.0       0.0        
  18  86  -73.69    0.0       0.0          410.87    0.0       0.0        
  19  0   1874.82   -5.2344   0.00082871   1443.33   -4.902    0.011595   
  19  1   1239.81   -3.9068   0.0          1701.95   19.6463   0.0        
  19  2   -51.56    2.833     -0.0072836   332.11    0.7276    0.0032011  
  19  3   -184.09   1.9727    0.0          2502.9    -4.7676   0.0        
  19  4   995.65    -8.4974   0.011205     -1547.97  9.2465    0.0036126  
  19  5   1031.26   -2.7619   0.0          -362.79   0.6093    0.0        
  19  6   195.87    -1.9941   0.0024708    82.33     1.0692    -0.0015475 
  19  7   57.95     0.0       0.0          169.17    0.0       0.0        
  19  8   254.62    -1.5161   0.0          -561.05   3.3419    0.0        
  19  9   -49.85    0.0       0.0          203.44    0.0       0.0        
  19  10  -250.76   0.5169    0.0          565.9     -1.0278   0.0        
  19  12  115.14    -1.4055   0.0          -210.79   2.1044    0.0        
  19  16  -1464.58  10.3896   -0.016438    -512.05   -2.1758   0.0086728  
  19  17  349.3     -2.0813   0.0          -961.33   0.8635    0.0        
  19  18  368.09    -1.1603   0.0          117.33    0.9744    0.0        
  19  19  0         0         0            0         0         0          
  19  20  -441.61   1.3453    0.0          2010.14   -3.6478   0.0        
  19  21  -168.99   0.0       0.0          897.14    0.0       0.0        
  19  23  1154.67   -2.7982   0.0          148.71    2.0335    0.0        
  19  24  -1276.77  0.0       0.0          374.57    0.0       0.0        
  19  25  -119.23   0.0       0.0          385.08    0.0       0.0        
  19  29  235.81    0.0       0.0          -38.2     0.0       0.0        
  19  30  -242.06   0.0       0.0          143.39    0.0       0.0        
  19  31  266.02    0.0       0.0          657.7     0.0       0.0        
  19  32  40.1      0.0       0.0          655.86    0.0       0.0        
  19  34  -296.06   -0.6339   0.0          -376.15   0.6168    0.0        
  19  36  974.75    -2.139    0.0          709.6     3.176     0.0        
  19  38  -421.59   0.0       0.0          80.66     0.0       0.0        
  19  40  -736.41   0.0       0.0          3073.19   0.0       0.0        
  19  41  2053.05   -5.2317   0.0          557.46    1.1761    0.0        
  19  42  215.3     -2.2721   0.0          -2061.7   9.5658    0.0        
  19  43  0.6       -0.6722   0.0          25.68     0.9946    0.0        
  19  44  2354.76   -6.3516   0.0          -747.76   3.6849    0.0        
  19  46  -3997.32  11.6942   0.0          1555.25   -5.3898   0.0        
  19  47  -500.73   0.0       0.0          -134.69   0.0       0.0        
  19  53  69.34     -0.5326   0.0          235.92    0.8694    0.0        
  19  59  -350.18   0.0       0.0          342.85    0.0       0.0        
  19  74  -222.28   0.0       0.0          583.58    0.0       0.0        
  20  0   26.22     -0.4867   0.0          267.83    0.1764    0.0        
  20  1   -377.25   0.9614    0.0          517.72    -1.2257   0.0        
  20  2   -75.94    0.2615    -0.00095427  55.28     -0.1814   0.00079058 
  20  3   30.88     0.0366    -0.0021426   -101.29   0.2088    0.0024868  
  20  4   1890.25   -3.6547   0.0          171.81    -0.4551   0.0        
  20  5   1673.43   -2.5736   0.0          -28.87    -0.2243   0.0        
  20  6   614.52    -0.9472   0.0          264.45    0.8679    0.0        
  20  7   123.06    0.0       0.0          5128.37   0.0       0.0        
  20  8   -43.02    0.8131    0.0          3.37      -0.6086   0.0        
  20  9   -504.67   1.6569    0.0          2172.13   -5.2664   0.0        
  20  10  110.82    -0.5377   0.0          -46.34    0.5595    0.0        
  20  12  527.3     -3.819    0.003261     -387.22   0.0155    0.0091663  
  20  13  -183.85   0.0       0.0          377.41    0.0       0.0        
  20  15  -224.18   0.0       0.0          146.94    0.0       0.0        
  20  16  261.26    0.0       0.0          141.41    0.0       0.0        
  20  17  -54.99    0.6059    -0.0031052   -40.5     -1.0463   0.0011306  
  20  18  -182.16   1.6318    0.0          67.28     -0.9875   0.0        
  20  19  2010.14   -3.6478   0.0          -441.61   1.3453    0.0        
  20  20  0         0         0            0         0         0          
  20  21  311.58    -0.9206   0.0          -315.89   0.9131    0.0        
  20  22  44.5      0.0392    -0.00026975  28.59     -0.6151   0.00078305 
  20  23  162.1     -0.886    0.0          -190.39   1.2997    0.0        
  20  24  4431.72   -21.1473  0.0          -78.1     -0.2599   0.0        
  20  25  -130.96   0.241     0.0          253.92    -0.6458   0.0        
  20  26  3396.36   -9.5587   0.0          385.48    0.526     0.0        
  20  27  407.36    0.0       0.0          -173.59   0.0       0.0        
  20  29  576.05    0.0       0.0          -370.41   0.0       0.0        
  20  32  37.68     0.3187    0.0          -16.95    -0.4286   0.0        
  20  34  -87.94    0.0       0.0          -245.49   0.0       0.0        
  20  35  -87.03    0.0       0.0          -12.95    0.0       0.0        
  20  36  -73.54    -0.7297   0.0          -27.68    2.3972    0.0        
  20  38  -990.49   3.5217    0.0          761.04    -2.8639   0.0        
  20  41  20.99     -0.4626   0.0          292.12    0.023     0.0        
  20  42  -236.92   0.3828    0.0          109.83    -0.2406   0.0        
  20  43  481.54    0.0       0.0          51.82     0.0       0.0        
