UNIFAC_parameters

-type
  modified

-list_of_main_groups
  2   15  1445.18   -3.8918   0.0          -320.92   0.4892    0.0        
  2   16  1317.49   -2.6764   0.00054383   2314.19   1.1647    0.0018606  
  2   17  1264.99   -3.8439   0.0036324    -150.54   -1.0618   0.001766   
  2   18  -534.15   2.7758    -0.00054005  715.47    -3.6278   0.0035521  
  2   19  332.11    0.7276    0.0032011    -51.56    2.833     -0.0072836 
  2   20  55.28     -0.1814   0.00079058   -75.94    0.2615    -0.00095427
  2   21  129.85    -0.5509   0.0          -151.97   0.5179    0.0        
  2   22  75.6      0.4128    0.0          -22.83    -0.4436   0.0        
  2   23  268.39    -1.8184   0.0028705    -269.59   1.9216    -0.0030871 
  2   24  619.4     -1.2871   -0.028486    1977.16   -8.2115   0.018545   
  2   25  436.78    -3.1285   0.0060325    -138.18   2.0005    -0.0042637 
  2   26  1707.48   -0.0809   0.0          -336.11   -0.3527   0.0        
  2   27  2928.92   -18.2982  0.032265     -153.35   0.6702    -0.0027076 
  2   28  -69.08    0.2842    0.0          137.11    -0.3674   0.0        
  2   29  310.6     -0.1186   0.0          -28.19    -0.1636   0.0        
  2   30  1378.14   -3.5132   0.0          -544.9    2.0913    0.0        
  2   31  80.93     0.2894    0.0          117.69    -0.2878   0.0        
  2   32  -171.89   0.4463    0.0018848    307.64    -1.5803   0.00079403 
  2   33  73.71     0.0       0.0          -59.67    0.0       0.0        
  2   34  -17.89    0.7819    0.0          58.36     -0.6666   0.0        
  2   35  21.76     2.7885    0.0          43.53     -0.815    0.0        
  2   36  -168.39   -0.3422   7.0739e-06   179.0     0.8628    0.0013402  
  2   37  810.39    -5.3251   0.0060932    -1372.21  7.8694    -0.0078096 
  2   38  -81.69    1.1229    -0.00105     58.76     -0.6263   0.000668   
  2   40  148.86    -0.5673   0.0          124.37    -0.1629   0.0        
  2   41  51.48     -1.0128   0.0015377    157.87    0.4908    -0.0011351 
  2   42  -118.44   -0.1188   0.0          211.91    0.06      0.0        
  2   43  -1366.87  10.5751   -0.01393     -1113.41  8.4775    -0.015256  
  2   44  391.55    -0.297    0.0          -204.88   -0.0445   0.0        
  2   45  441.59    -1.7292   0.0          -552.89   2.3801    0.0        
  2   46  1048.12   0.1361    0.0          75.52     -0.5981   0.0        
  2   47  85.79     1.0001    0.0          15.36     -0.1333   0.0        
  2   48  214.38    0.784     0.0          2.81      -0.3703   0.0        
  2   49  38.66     -0.2149   0.0          8.32      1.2133    0.0        
  2   50  169.21    0.0       0.0          -193.41   0.0       0.0        
  2   51  45.85     0.0227    0.0          -20.59    -0.4106   0.0        
  2   52  -79.2     0.0       0.0          -129.82   0.0       0.0        
  2   53  579.42    0.0       0.0          -64.83    0.0       0.0        
  2   54  -25.42    0.7919    0.0          42.93     -0.6321   0.0        
  2   55  -41.15    1.1307    2.0715e-05   46.52     0.324     -0.0015682 
  2   56  0.7       -0.0781   0.0          941.65    9.3839    0.0        
  2   57  1490.17   0.0       0.0          -632.48   0.0       0.0        
  2   58  220.23    -0.5968   -0.0013455   192.36    -2.0119   0.0021535  
  2   59  473.29    -1.2844   0.0          -349.71   1.626     0.0        
  2   61  833.09    0.0       0.0          411.36    0.0       0.0        
  2   62  -210.75   0.0       0.0          96.33     0.0       0.0        
  2   63  -102.14   0.0       0.0          132.5     0.0       0.0        
  2   74  370.36    0.0       0.0          -237.95   0.0       0.0        
  2   75  187.7     0.0       0.0          29.67     0.0       0.0        
  2   76  277.97    0.0       0.0          -136.73   0.0       0.0        
  2   77  456.9     0.0       0.0          905.52    0.0       0.0        
  2   78  -401.18   2.4597    0.0          141.24    -1.0538   0.0        
  2   79  -704.41   0.0       0.0          1322.84   0.0       0.0        
  2   80  -952.63   0.0       0.0          58.31     0.0       0.0        
  2   81  539.6     0.0       0.0          90.86     0.0       0.0        
  2   82  -566.02   0.0       0.0          114.91    0.0       0.0        
  2   83  167.0     -0.946    0.0          -170.88   1.1979    0.0        
  2   84  16.12     0.7628    0.0          409.2     -0.2468   0.0        
  2   85  439.18    0.0       0.0          94.46     0.0       0.0        
  2   86  -1344.2   7.133     -0.010663    1627.36   -8.6813   0.011537   
  3   0   169.14    -0.3624   0.00093857   -22.55    -0.4158   6.3473e-05 
  3   1   0.25      -0.2521   0.0          2032.33   -4.9773   0.0        
  3   2   -89.38    0.3561    0.00072826   215.61    -0.9343   5.4788e-05 
  3   3   0         0         0            0         0         0          
  3   4   4497.82   -13.0418  0.0094091    2293.54   0.1412    0.00069931 
  3   5   -1534.84  16.8809   -0.028107    134.01    -0.661    0.00061199 
  3   6   1050.2    -1.9939   0.0          24.14     1.6504    0.0        
  3   7   1638.49   -2.567    0.0          1538.3    12.8486   0.0        
  3   8   1018.23   0.5233    0.00058944   -57.75    0.4756    -0.0025793 
  3   9   900.31    -1.11     0.0          5812.91   97.8575   0.0        
  3   10  -242.5    2.72      -0.003449    1624.0    -9.409    0.01338    
  3   11  211.93    -0.3958   0.0          389.08    2.5602    0.0        
  3   12  186.2     0.2496    0.0          49.94     -0.4694   0.0        
  3   13  2977.0    -19.16    0.03333      -45.44    5.141     -0.0142    
  3   14  405.01    0.0       0.0          -162.23   0.0       0.0        
  3   15  111.56    -0.4605   0.0024753    96.26     2.403     -0.0085058 
  3   16  4206.45   -8.2185   0.027256     3658.82   -3.6557   -0.0074997 
  3   17  -1740.4   6.8801    0.0008683    385.65    -1.2539   -0.0020895 
  3   18  -221.09   1.655     0.0          358.9     -1.1203   0.0        
  3   19  2502.9    -4.7676   0.0          -184.09   1.9727    0.0        
  3   20  -101.29   0.2088    0.0024868    30.88     0.0366    -0.0021426 
  3   21  295.24    -0.4104   0.0          -142.13   -0.0782   0.0        
  3   22  9.59      0.2394    0.0          89.13     -0.5155   0.0        
  3   23  -127.11   0.2971    0.0          166.04    -0.5463   0.0        
  3   24  -59.53    1.3667    0.0          -124.41   -0.0975   0.0        
  3   25  -2624.9   18.3666   -0.030542    4193.9    -27.3522  0.044562   
  3   26  -2.81     6.9475    0.0          -146.56   1.6491    0.0        
  3   27  3464.85   81.8361   0.27395      -1820.64  11.0592   -0.020783  
  3   28  376.19    -1.2113   0.0          -504.97   2.0461    0.0        
  3   29  424.94    9.3058    0.0          125.49    -0.7352   0.0        
  3   30  2604.86   -4.4807   0.0          886.11    -2.2136   0.0        
  3   31  176.43    -0.629    0.0          375.46    -0.681    0.0        
  3   32  263.79    -0.458    0.0          -136.59   -0.035    0.0        
  3   33  309.57    0.0       0.0          316.08    0.0       0.0        
  3   34  -5.87     0.6284    0.0          214.73    -0.9658   0.0        
  3   35  -18.72    0.9911    0.0          135.35    -1.0181   0.0        
  3   36  -501.55   0.5371    0.0          1388.96   -2.6358   0.0        
  3   37  -98.87    -0.1688   -0.0002455   -95.89    0.5539    -5.0916e-05
  3   38  417.95    0.2694    0.0          110.85    -0.8172   0.0        
  3   40  1115.57   -2.827    0.0          -350.7    1.4265    0.0        
  3   41  -39.01    0.496     0.0          103.11    -0.6489   0.0        
  3   42  -10.39    -0.0541   0.0          74.1      0.006     0.0        
  3   43  945.82    -0.6504   0.0          -159.94   0.3161    0.0        
  3   44  248.99    1.6272    0.0          -123.68   -0.597    0.0        
  3   45  -103.9    0.8075    0.0          771.88    -1.538    0.0        
  3   46  -695.64   2.6949    0.0          -863.48   13.7484   0.0        
  3   47  573.31    -0.8779   0.0          -9.15     -0.7743   0.0        
  3   48  399.84    0.387     0.0          49.62     -1.42     0.0        
  3   49  22.66     -0.231    0.0          -744.58   4.4795    0.0        
  3   50  354.49    0.0       0.0          -177.25   0.0       0.0        
  3   51  826.34    -0.3598   0.0          997.7     -3.5035   0.0        
  3   52  2997.89   0.0       0.0          6076.18   0.0       0.0        
  3   53  364.6     0.0       0.0          915.55    0.0       0.0        
  3   54  256.14    0.9065    0.0          91.68     -1.1198   0.0        
  3   55  -43.45    2.0547    -0.0024514   92.68     0.762     -0.00096573
  3   56  5326.43   -3.9435   0.0          241.41    -1.4825   0.0        
  3   57  2123.45   0.0       0.0          3032.4    0.0       0.0        
  3   58  336.15    -1.3531   7.3995e-05   -319.33   1.475     -0.00050847
  3   59  185.41    1.6455    0.0          -14.76    -0.0892   0.0        
  3   61  3825.85   0.0       0.0          13996.46  0.0       0.0        
  3   62  573.79    0.0       0.0          578.27    0.0       0.0        
  3   63  143.84    0.0       0.0          -397.69   0.0       0.0        
  3   78  2.6       -0.9829   0.0          283.48    0.8955    0.0        
  3   82  180.25    0.0       0.0          511.87    0.0       0.0        
  3   83  87.29     -0.3607   0.0          -87.5     0.2158    0.0        
  3   84  73.77     1.5009    0.0          -373.6    3.3105    0.0        
  3   85  52.78     0.0       0.0          257.56    0.0       0.0        
  3   86  -93.87    0.0       0.0          155.67    0.0       0.0        
  4   0   1857.23   -8.7982   0.010757     3119.2    -6.073    0.0023986  
  4   1   1433.2    -6.2819   0.0075645    2529.96   -5.9572   0.0048653  
  4   2   2866.4    -14.2748  0.020523     3851.36   -12.7673  0.012019   
  4   3   2293.54   0.1412    0.00069931   4497.82   -13.0418  0.0094091  
  4   4   0         0         0            0         0         0          
  4   5   320.21    -2.7166   0.003497     -1280.09  9.8879    -0.015141  
  4   6   -513.48   1.25      -0.0021501   1651.05   -8.9104   0.014679   
  4   7   849.02    -3.3964   0.0          -482.18   0.8318    0.0        
  4   8   -288.13   2.2923    -0.0037772   668.98    -0.7227   -0.0016635 
  4   9   -78.64    1.6703    -0.006133    -1080.74  -7.7991   0.035174   
  4   10  1097.75   -7.8816   0.013497     252.79    2.6565    -0.0079064 
  4   11  292.25    -0.7058   0.00010613   -233.71   5.3056    -0.0099789 
  4   12  816.7     -5.092    0.00607      650.9     -0.7132   0.00082    
  4   13  -842.7    2.5595    -0.0013147   -149.83   -0.3414   0.0014055  
  4   14  -24.05    -0.8206   0.0          -758.38   2.2065    0.0        
  4   15  -468.41   -2.4112   0.005947     -6512.52  -7.7888   0.12112    
  4   16  -1114.0   5.916     -0.007126    1325.0    -6.263    0.007584   
  4   17  -2060.01  -0.872    0.17789      -426.11   1.4293    -0.0027737 
  4   18  164.64    1.1945    -0.0025079   -22.12    4.2721    -0.010224  
  4   19  -1547.97  9.2465    0.0036126    995.65    -8.4974   0.011205   
  4   20  171.81    -0.4551   0.0          1890.25   -3.6547   0.0        
  4   21  -210.24   0.3074    0.0          1289.62   -1.3321   0.0        
  4   22  1389.82   -2.8459   0.0          1015.06   -0.2252   0.0        
  4   23  536.31    -0.8087   0.0          3468.76   -6.8797   0.0        
  4   24  -2352.57  16.8828   0.0          844.03    27.934    0.0        
  4   25  412.41    -3.2486   0.007204     1300.18   -0.8627   -0.0039006 
  4   26  -881.33   71.3066   0.0          653.72    -0.7702   0.0        
  4   27  2765.94   0.0       0.0          1752.87   0.0       0.0        
  4   29  647.64    -1.4821   0.0          255.16    1.0838    0.0        
  4   30  427.57    -1.93     0.0          114.91    1.3616    0.0        
  4   31  4397.54   0.0       0.0          968.74    0.0       0.0        
  4   32  394.56    -0.8236   0.0          1475.39   -1.4806   0.0        
  4   33  -1234.37  5.1469    0.0          1220.43   -2.659    0.0        
  4   34  59.12     -0.5521   0.0          -350.93   1.2858    0.0        
  4   35  179.75    0.7807    0.0          1232.81   -2.3232   0.0        
  4   36  -3989.26  -6.2089   0.07468      1983.18   -0.1857   -0.0063147 
  4   37  1214.9    0.0       0.0          1283.1    0.0       0.0        
  4   38  1176.72   -6.7434   0.0098261    28.76     -0.0767   0.00012289 
  4   39  90.51     11.4481   0.0          -164.31   6.6095    0.0        
  4   40  403.47    -1.8371   0.0          752.02    -1.0538   0.0        
  4   41  2896.87   -14.9115  0.020408     2251.89   1.3697    -0.011248  
  4   42  -513.4    20.3899   -0.0067306   321.52    0.3827    -0.002284  
  4   43  -41.16    -1.8128   0.0          -846.8    4.7834    0.0        
  4   44  -88.71    0.1776    0.0          2960.6    -5.8954   0.0        
  4   45  -561.06   0.4243    0.0          1770.34   -4.596    0.0        
  4   46  127.81    0.0       0.0          -130.17   0.0       0.0        
  4   47  5444.34   -21.9422  0.021668     795.34    -7.5178   0.013326   
  4   48  123.5     -0.2053   0.0          194.65    -0.1964   0.0        
  4   51  -2814.22  50.3575   0.0          -880.27   46.9513   0.0        
  4   52  578.5     -4.0748   0.0054227    2175.78   -10.1451  0.015396   
  4   53  323.37    -0.3044   0.0          774.07    -1.48     0.0        
  4   54  649.99    -1.296    0.0          1139.46   -1.5289   0.0        
  4   55  782.07    -1.7646   0.0          619.02    -1.4359   0.0        
  4   56  4857.78   0.0       0.0          388.45    0.0       0.0        
  4   58  -190.98   0.0       0.0          296.6     0.0       0.0        
  4   59  1179.16   -3.2842   0.0          -787.24   2.5181    0.0        
  4   60  280.52    0.0       0.0          615.17    0.0       0.0        
  4   61  632.23    -3.2063   0.0          -2727.31  10.3441   0.0        
  4   63  -801.84   1.3669    0.0          -1949.97  8.5304    0.0        
  4   64  3905.97   0.0       0.0          278.96    0.0       0.0        
  4   77  -182.46   0.0       0.0          -328.98   0.0       0.0        
  4   82  560.6     0.0       0.0          -111.64   0.0       0.0        
  4   83  546.21    18.3169   -0.012689    1310.09   4.3165    -0.014617  
  4   84  -7.48     0.0       0.0          -242.3    0.0       0.0        
  4   85  434.58    0.0       0.0          -127.76   0.0       0.0        
  4   86  -235.9    9.4806    -0.0026223   -619.38   2.5097    0.0080955  
  4   87  559.52    -1.7673   0.0          -635.21   3.7558    0.0        
  5   0   94.61     -0.5052   0.0          1037.92   0.816     0.0        
  5   1   26.12     -0.2668   -0.00027287  -670.14   16.5414   -0.032479  
  5   2   -161.98   1.1169    -0.0021209   1052.46   1.2728    -0.0048313 
  5   3   134.01    -0.661    0.00061199   -1534.84  16.8809   -0.028107  
  5   4   -1280.09  9.8879    -0.015141    320.21    -2.7166   0.003497   
  5   5   0         0         0            0         0         0          
  5   6   -196.91   0.8361    -0.002557    -392.65   1.9092    0.0025363  
  5   7   -677.95   -1.4529   0.030079     372.63    -1.1581   -0.0050035 
  5   8   37.69     -0.5867   0.00060031   384.75    0.2687    -0.0016121 
  5   9   -1798.93  4.0755    0.0          -9927.31  42.6877   0.0        
  5   10  161.85    -0.6581   0.0          569.85    -0.6599   0.0        
  5   11  218.0     -0.7755   0.0          537.61    -0.2171   0.0        
  5   12  -98.37    -0.4145   0.0          376.35    0.0763    0.0        
  5   13  -392.43   1.1325    0.0          -588.47   0.6302    0.0        
  5   14  -571.35   1.4152    0.0          -731.03   1.1565    0.0        
  5   15  -4424.9   17.7321   -0.0087254   3787.91   -25.1485  0.037691   
  5   16  -1689.57  13.7549   -0.022263    61.28     -0.9526   0.0023761  
  5   17  645.69    -2.0751   0.0015218    -35.72    -2.1754   0.0036591  
  5   18  211.7     -0.6737   0.0          464.8     -0.262    0.0        
  5   19  -362.79   0.6093    0.0          1031.26   -2.7619   0.0        
  5   20  -28.87    -0.2243   0.0          1673.43   -2.5736   0.0        
  5   21  -102.19   -0.2109   0.0          1909.55   -2.9423   0.0        
  5   22  -44.56    0.0       0.0          792.56    0.0       0.0        
  5   23  -48.62    -0.0192   0.0          2121.66   -2.8757   0.0        
  5   24  2881.05   -15.2352  0.0          2166.83   15.6402   0.0        
  5   25  96.88     -0.4838   0.00020416   579.66    1.7807    -0.0050101 
  5   26  155.45    0.062     0.0          1337.48   -2.1071   0.0        
  5   27  -203.51   3.8794    -0.0072342   4616.87   -2.9639   -0.027759  
  5   28  108.09    -0.5203   0.0          1311.37   -1.6729   0.0        
  5   29  -269.47   1.9217    0.0          583.04    -1.6316   0.0        
  5   30  -220.31   0.0438    0.0          697.69    -0.6599   0.0        
  5   31  205.23    0.2456    0.0          1881.15   -3.7345   0.0        
  5   32  -51.29    -0.2269   0.0          1055.75   0.0317    0.0        
  5   33  53.82     -0.31     0.0          926.52    -0.8568   0.0        
  5   34  -222.9    0.1271    0.0          196.45    -0.7575   0.0        
  5   35  175.92    0.0       0.0          129.61    0.0       0.0        
  5   36  -87.81    0.0       0.0          2887.56   0.0       0.0        
  5   37  36.25     -0.443    0.0          2145.02   -2.767    0.0        
  5   38  137.96    -1.7932   0.0016192    -316.91   2.9612    -0.0031149 
  5   40  251.8     -1.1874   0.0          676.02    -1.3251   0.0        
  5   41  61.7      -0.3785   0.0          2834.27   -4.6539   0.0        
  5   42  -273.42   1.6357    -0.002953    914.38    -3.5201   0.0058013  
  5   44  -377.09   1.4167    -0.0023449   -759.52   13.4902   -0.024205  
  5   45  352.7     0.4129    0.0          -103.91   -0.5635   0.0        
  5   46  -118.8    0.504     0.0          -7.56     -0.5763   0.0        
  5   47  210.91    -2.4953   0.0048       -132.93   0.6584    -0.00208   
  5   48  218.42    -1.0945   0.0          -241.06   1.364     0.0        
  5   51  -47.58    -0.1061   0.0          2364.7    -4.5222   0.0        
  5   52  338.52    -1.9652   0.0          84.7      2.1806    0.0        
  5   54  82.48     -0.4605   0.0          888.78    -1.0623   0.0        
  5   55  545.5     -1.1936   0.0          944.17    -2.2776   0.0        
  5   59  310.13    -1.0805   0.0          -245.74   0.8364    0.0        
  5   60  247.69    -0.8701   0.0          734.54    0.0144    0.0        
  5   61  12.18     -0.036    0.0          -334.86   0.9073    0.0        
  5   63  -588.71   0.0       0.0          594.31    0.0       0.0        
  5   64  1510.37   0.0       0.0          -285.73   0.0       0.0        
  5   74  -47.99    0.0       0.0          660.55    0.0       0.0        
  5   76  -895.41   3.3331    0.0          527.38    -0.1161   0.0        
  5   77  -558.93   1.3364    0.0          -380.15   0.044     0.0        
  5   83  -21.45    0.0       0.0          1306.14   0.0       0.0        
  5   84  538.44    -1.5306   0.0          -920.38   1.719     0.0        
  5   86  -62.65    0.0       0.0          942.52    0.0       0.0        
  5   87  107.38    -0.7463   0.0          171.29    0.7718    0.0        
  6   0   -17.25    0.8389    0.0009021    1391.3    -3.6156   0.001144   
  6   1   38.11     0.9518    0.0          615.44    -1.1646   0.0        
  6   2   332.3     1.158     0.0          792.0     -1.726    0.0        
  6   3   24.14     1.6504    0.0          1050.2    -1.9939   0.0        
  6   4   1651.05   -8.9104   0.014679     -513.48   1.25      -0.0021501 
  6   5   -392.65   1.9092    0.0025363    -196.91   0.8361    -0.002557  
  6   6   0         0         0            0         0         0          
  6   7   -2747.89  19.2627   -0.023488    151.32    -2.785    0.0020981  
  6   8   206.26    -3.9629   0.009306     867.04    -0.7877   -0.0030305 
  6   9   -397.91   1.183     0.0063247    -119.4    0.4018    -0.0018762 
  6   10  3.28      2.1301    -0.00056037  -12.36    -0.408    -0.00016248
  6   11  -67.62    -0.0932   -2.5332e-05  1274.05   -0.2557   -0.0030377 
  6   12  -46.96    -0.3124   0.0017411    -44.29    0.5553    0.00096627 
  6   13  2681.11   -15.3399  0.022312     -1159.82  4.7895    -0.0076644 
  6   14  60.64     7.3537    -0.020776    369.65    -7.2717   0.014669   
  6   15  329.91    -1.1284   0.0028117    -594.03   0.1992    7.7003e-05 
  6   16  139.89    0.494     0.0          -3.54     -0.9412   0.0        
  6   17  2207.81   -8.1398   0.013788     -450.99   -0.0145   -0.0015056 
  6   18  -615.44   3.5111    0.00087503   484.32    -1.9699   0.00014249 
  6   19  82.33     1.0692    -0.0015475   195.87    -1.9941   0.0024708  
  6   20  264.45    0.8679    0.0          614.52    -0.9472   0.0        
  6   21  320.42    1.3941    -0.0041789   555.41    -2.2174   0.0042666  
  6   22  -115.28   2.1193    0.0          37.75     1.3459    0.0        
  6   23  1380.75   -2.7429   0.0          1452.36   -3.3678   0.0        
  6   24  -1895.0   9.303     0.0          591.6     -3.08     0.0        
  6   25  -568.15   2.634     0.0          882.44    -2.606    0.0        
  6   26  133.15    4.3181    0.0          -606.04   1.2196    0.0        
  6   27  1731.98   0.0       0.0          2675.12   0.0       0.0        
  6   28  630.75    0.0       0.0          3778.71   0.0       0.0        
  6   29  -214.92   4.0084    0.0          487.8     -1.8616   0.0        
  6   30  67.45     0.0471    0.0          -135.86   -0.3313   0.0        
  6   31  1318.0    0.0       0.0          2809.63   0.0       0.0        
  6   32  998.54    -1.799    0.0          -121.09   0.8834    0.0        
  6   34  55.26     -0.4555   0.0          -361.72   0.07      0.0        
  6   35  -704.1    6.0993    0.0          371.99    -1.3469   0.0        
  6   38  -421.74   2.7911    0.0          -108.97   -0.6835   0.0        
  6   40  481.37    0.0       0.0          -338.91   0.0       0.0        
  6   41  274.37    -0.5861   -0.0003001   1632.9    -2.8719   0.003455   
  6   42  0.0       0.0       0.0          0.0       0.0       0.0        
  6   43  -122.47   0.5285    0.0          9.72      -0.3228   0.0        
  6   44  656.86    -0.6665   0.0          -563.25   3.0279    0.0        
  6   45  516.07    -1.6461   0.0          -602.81   1.0506    0.0        
  6   46  785.53    -3.5137   0.004955     -540.59   0.7622    -0.00089957
  6   47  114.17    -0.4265   0.0          -447.61   0.5565    0.0        
  6   48  -802.5    6.8837    -0.0078127   -128.92   -0.7165   -0.0003067 
  6   52  -692.46   2.4782    0.0          821.67    -2.1356   0.0        
  6   53  308.59    0.0       0.0          -438.75   0.0       0.0        
  6   54  1672.47   -3.4926   0.0          -917.49   2.3069    0.0        
  6   55  24.15     0.1739    0.0          249.54    -1.0959   0.0        
  6   59  654.7     -0.4974   0.0          -294.11   -0.2165   0.0        
  6   61  -96.68    0.0       0.0          -450.55   0.0       0.0        
  6   62  39.18     0.0       0.0          -368.65   0.0       0.0        
  6   76  -299.2    0.0       0.0          761.56    0.0       0.0        
  6   77  -466.06   0.5407    0.0          275.43    -1.4619   0.0        
  6   78  163.44    -1.5602   0.0          88.43     -1.3624   0.0        
  6   84  -510.87   5.1961    0.0          -502.15   0.0403    0.0        
  6   87  -2.84     -0.2372   0.00048427   -143.48   0.2012    -0.0012344 
  7   0   2597.16   -4.8864   0.0          1070.74   -0.7685   0.0        
  7   1   1406.01   -2.8678   0.0          4260.72   0.2571    0.0        
  7   2   1358.84   8.8056    0.0          1435.9    -2.4554   0.0        
  7   3   1538.3    12.8486   0.0          1638.49   -2.567    0.0        
  7   4   -482.18   0.8318    0.0          849.02    -3.3964   0.0        
  7   5   372.63    -1.1581   -0.0050035   -677.95   -1.4529   0.030079   
  7   6   151.32    -2.785    0.0020981    -2747.89  19.2627   -0.023488  
  7   7   0         0         0            0         0         0          
  7   8   -585.91   0.7256    0.0          121.34    -1.0716   0.0        
  7   10  -858.29   1.5063    0.0          -38.6     -0.3273   0.0        
  7   11  -135.72   0.0       0.0          12.79     0.0       0.0        
  7   12  -329.3    0.0       0.0          -80.58    0.0       0.0        
  7   13  -442.15   0.0       0.0          -1182.13  0.0       0.0        
  7   15  25115.89  0.0       0.0          -4888.1   0.0       0.0        
  7   16  28.53     -0.3213   0.0          -469.21   0.4973    0.0        
  7   17  -2124.74  39.7986   0.035768     -1597.32  4.5517    -0.0077904 
  7   18  71.73     0.1207    0.0          -290.9    0.5037    0.0        
  7   19  169.17    0.0       0.0          57.95     0.0       0.0        
  7   20  5128.37   0.0       0.0          123.06    0.0       0.0        
  7   21  -27.07    0.0       0.0          326.64    0.0       0.0        
  7   23  2521.53   27.3559   0.0          1585.91   -1.7218   0.0        
  7   24  2344.78   0.0       0.0          13426.9   0.0       0.0        
  7   26  136.86    0.0       0.0          1009.42   0.0       0.0        
  7   27  10119.64  0.0       0.0          9281.84   0.0       0.0        
  7   30  -981.15   2.7732    0.0          -1657.62  3.9712    0.0        
  7   36  5860.39   0.0       0.0          1082.84   0.0       0.0        
  7   41  101.13    0.426     0.0          2491.4    -3.2734   0.0        
  7   42  -160.0    0.0       0.0          -352.94   0.0       0.0        
  7   44  855.61    0.0       0.0          779.42    0.0       0.0        
  7   45  -610.78   0.0       0.0          -358.57   0.0       0.0        
  7   46  -1312.72  2.6697    0.0          65.26     -1.6375   0.0        
  7   52  -631.64   0.0       0.0          594.95    0.0       0.0        
  7   56  3300.81   0.0       0.0          -430.91   0.0       0.0        
  7   59  -149.82   0.0       0.0          -366.58   0.0       0.0        
  7   82  -317.52   0.0       0.0          -545.49   0.0       0.0        
  7   83  4978.5    0.0       0.0          893.36    0.0       0.0        
  8   0   282.42    -1.2006   0.0          175.24    1.1209    0.0        
  8   1   221.24    -1.0604   0.0          330.13    0.3412    0.0        
  8   2   -225.48   1.4676    -0.00087633  208.29    -0.891    0.00082427 
  8   3   -57.75    0.4756    -0.0025793   1018.23   0.5233    0.00058944 
  8   4   668.98    -0.7227   -0.0016635   -288.13   2.2923    -0.0037772 
  8   5   384.75    0.2687    -0.0016121   37.69     -0.5867   0.00060031 
  8   6   867.04    -0.7877   -0.0030305   206.26    -3.9629   0.009306   
  8   7   121.34    -1.0716   0.0          -585.91   0.7256    0.0        
  8   8   0         0         0            0         0         0          
  8   9   170.17    0.0       0.0          -46.09    0.0       0.0        
  8   10  61.56     -0.8304   0.0          -19.76    0.96      0.0        
  8   11  -286.8    0.0       0.0          501.24    0.0       0.0        
  8   12  3646.91   -26.9306  0.046438     737.4     -0.6434   -0.0027909 
  8   13  -176.67   1.0645    0.0          589.37    -2.145    0.0        
  8   14  49.66     0.0       0.0          18.37     0.0       0.0        
  8   15  761.35    -5.7144   0.007985     3278.54   1.1782    -0.012675  
  8   16  -287.33   2.9191    -0.005063    389.92    -4.6144   0.0087337  
  8   17  -28.94    0.3597    0.0          147.96    -1.1734   0.0        
  8   18  9.42      -0.6185   0.0          -7.59     0.5892    0.0        
  8   19  -561.05   3.3419    0.0          254.62    -1.5161   0.0        
  8   20  3.37      -0.6086   0.0          -43.02    0.8131    0.0        
  8   21  -24.44    -0.5568   0.0          -217.35   1.1158    0.0        
  8   22  446.34    -2.2309   0.0018892    323.6     -1.6601   0.0034167  
  8   23  -154.97   0.578     -0.0014213   102.82    1.5665    -0.0018812 
  8   24  32.27     0.514     0.0          -13.07    -0.6389   0.0        
  8   25  9.63      -0.2294   0.0          -79.36    0.1858    0.0        
  8   26  -108.19   9.9851    0.0          -1056.4   1.3241    0.0        
  8   27  1530.39   -2.5859   0.0          569.31    -1.6986   0.0        
  8   28  -78.99    0.0       0.0          156.53    0.0       0.0        
  8   29  145.86    -0.5953   0.0          389.37    -0.553    0.0        
  8   30  495.83    -1.7397   0.0          -133.42   1.2178    0.0        
  8   31  432.82    -1.3119   0.0          -339.34   1.6802    0.0        
  8   32  524.91    -0.8309   0.0          -241.49   0.2777    0.0        
  8   33  57.59     -1.3299   0.0          -284.9    7.8079    0.0        
  8   34  -1156.26  3.733     0.0          1179.84   -4.0045   0.0        
  8   35  115.26    0.0       0.0          -185.43   0.0       0.0        
  8   36  62.64     -0.8136   0.0          -291.51   1.8846    0.0        
  8   38  40.79     -4.3312   0.014433     2153.12   -10.5676  0.010982   
  8   40  -171.82   0.0       0.0          -81.01    0.0       0.0        
  8   41  110.67    -0.5791   0.0          606.13    -0.2464   0.0        
  8   42  314.11    -1.6582   0.0          -537.32   2.6371    0.0        
  8   43  -134.0    0.0       0.0          -151.13   0.0       0.0        
  8   44  -516.78   2.6048    -0.0045634   750.02    -3.9571   0.0059947  
  8   45  2521.79   -6.5156   0.0          -340.46   0.6226    0.0        
  8   46  502.1     0.3401    0.0          141.01    -0.9829   0.0        
  8   47  48.25     0.0       0.0          -104.38   0.0       0.0        
  8   48  395.05    -0.9231   0.0          -169.4    0.5128    0.0        
  8   52  -148.89   0.0       0.0          111.55    0.0       0.0        
  8   53  -14.94    -0.1157   0.0          0.72      0.4894    0.0        
  8   54  -190.35   0.2514    0.0          354.23    -0.561    0.0        
  8   59  103.67    1.7096    0.0          32.8      -0.7151   0.0        
  8   63  -848.88   0.0       0.0          791.46    0.0       0.0        
  8   74  527.13    0.0       0.0          -230.49   0.0       0.0        
  8   76  -313.75   0.0       0.0          2137.39   0.0       0.0        
  8   78  2106.02   0.0       0.0          -15.86    0.0       0.0        
