UNIFAC_parameters

-type
  modified

-list_of_main_groups
  0   CH2       [0]CH3 [1]CH2 [2]CH [3]C 
  2   44  134.6      -1.231       0.001488      -2.619     1.094        -0.001557   
  2   45  313.79     -1.1552      0.0           -258.12    1.4084       0.0         
  2   46  1083.63    0.9144       -0.002141     160.13     -1.3578      0.001331    
  2   47  -103.146   2.6565       -0.002819     45.4296    -0.570848    0.000281    
  2   48  92.5       1.4186       1.8e-05       -14.89     -0.8126      2e-06       
  2   49  1412.0     -3.9917      0.0           -660.25    1.4602       0.0         
  2   50  392.56     0.0          0.0           -260.22    0.0          0.0         
  2   51  -522.32    3.8856       -0.004212     562.72     -2.4316      0.00242     
  2   52  849.08     -6.5044      0.01219       -358.06    3.6831       -0.00782    
  2   53  454.316    -1.21943     0.0           -388.19    1.04305      0.0         
  2   54  277.4415   -0.1843      0.0           -223.7499  0.2781       0.0         
  2   55  825.9189   -4.35541     0.0085572     20.2719    -0.33187     0.0025793   
  2   56  -1304.107  3.87435      0.0039496     26.3894    0.38631      -0.0027586  
  2   57  626.9603   -4.30606     0.0           2116.398   -2.11062     0.0         
  2   58  161.7745   -0.56713     0.0           785.4488   -3.09114     0.0         
  2   59  1690.065   -3.38808     0.0202432     -15.3556   -0.15571     -0.0001404  
  2   60  -630.416   0.0          0.0           -72.2694   0.0          0.0         
  2   61  1014.686   -1.73087     0.0           877.6001   -1.96581     0.0         
  2   62  4899.846   -3.53433     -0.0358313    -969.6266  3.81305      0.0028389   
  3   0   47.2       0.3575       0.0           7.339      -0.4538      0.0         
  3   1   -113.1     1.172        0.0           117.3      -0.8552      0.0         
  3   2   -45.33     0.4223       0.0           139.2      -0.65        0.0         
  3   3   0          0            0             0          0            0           
  3   4   3989.0     -14.09       0.0153        2673.0     -5.765       -0.000332   
  3   5   436.21     1.9094       0.0           145.54     -0.48799     0.0         
  3   6   1050.2     -1.9939      0.0           24.144     1.6504       0.0         
  3   7   1375.0     -1.702       0.0           1825.0     -3.743       0.0         
  3   8   1001.0     -1.871       0.000239      -146.6     0.2419       0.0001133   
  3   9   683.6      -1.02        0.000869      1963.0     2.656        -0.01355    
  3   10  -242.5     2.72         -0.003449     1624.0     -9.409       0.01338     
  3   11  136.98     0.0          0.0           377.26     0.0          0.0         
  3   12  -595.1     2.978        0.0           375.0      -1.57        0.0         
  3   13  -26.486    -0.29519     0.0           199.48     0.033695     0.0         
  3   14  2977.0     -19.16       0.03333       -45.44     5.141        -0.0142     
  3   15  1250.0     0.0          0.0           -316.22    0.0          0.0         
  3   16  -2631.0    13.56        -0.007036     978.3      -6.481       0.007088    
  3   17  4000.0     -16.68       0.02112       3969.0     8.497001     -0.005945   
  3   18  135.3      -2.369       0.0039        1698.1     -9.8887      0.0153      
  3   19  208.1      1.333        0.0           170.1      -0.8218      0.0         
  3   20  1352.5     0.0          0.0           29.747     0.0          0.0         
  3   21  -514.79    4.9372       0.0           291.65     -1.2039      0.0         
  3   22  -46.994    0.30443      0.0           113.07     -0.59569     0.0         
  3   23  213.85     0.19998      0.0           -75.01     -0.42684     0.0         
  3   24  297.73     -0.24204     0.0           -248.3     0.25471      0.0         
  3   25  192.52     -0.25363     0.0           -38.939    -0.19378     0.0         
  3   26  -106.2     0.6081       0.0           107.8      -0.6785      0.0         
  3   27  -113.6     19.72        0.0           -69.23     -0.7359      0.0         
  3   28  1358.0     -9.968       0.02093       1014.0     -4.702       0.004381    
  3   29  391.044    0.196357     2.25e-05      1931.39    -5.15065     4.52e-07    
  3   30  2586.0     -9.5         0.008819      -1494.0    7.679        -0.01225    
  3   32  157.9      1.408        0.0           181.2      -1.081       0.0         
  3   33  1856.45    5.9959       -0.01862      1041.33    -5.2068      0.00717     
  3   34  69.0       0.4317       0.0           448.8      -0.9919      0.0         
  3   35  277.0      -0.5955      0.0           -156.7     0.1221       0.0         
  3   37  88.93      0.2236       0.0           178.6      -0.7113      0.0         
  3   39  234.2      -0.2311      0.0           -115.9     -0.02925     0.0         
  3   40  -172.2     0.2257       0.0           -13.15     0.001763     0.0         
  3   41  444.29     0.1947       0.0           64.28      -0.5839      0.0         
  3   42  29.57      0.0          0.0           153.32     0.0          0.0         
  3   43  2303.0     -6.346       0.0           -736.8     3.332        0.0         
  3   44  -107.1     0.2564       0.0           191.5      -0.5561      0.0         
  3   45  72.26      -0.1919      0.0           763.57     -1.3961      0.0         
  3   46  1696.96    -0.7064      0.0           340.91     -1.008       0.0         
  3   47  -182.325   3.36729      -0.004625     119.767    -0.608934    0.000607    
  3   48  76.73      0.9394       -0.00045      246.08     -0.8198      -0.000137   
  3   49  1000.8     -2.5194      0.0           -139.78    0.1146       0.0         
  3   50  164.05     0.0          0.0           102.04     0.0          0.0         
  3   51  -307.42    4.1819       -0.007723     1661.26    -8.697001    0.01424     
  3   52  558.08     0.565        -0.00331      562.34     -3.4373      0.00633     
  3   53  629.463    -1.39039     0.0           -305.273   0.669085     0.0         
  3   54  930.7075   -4.30401     0.007841      365.3965   -1.20387     -0.0007792  
  3   55  -313.9384  2.06128      0.0           -134.6708  1.38462      0.0         
  3   56  -935.3928  1.26386      0.0041351     4101.374   -1.19824     -0.0186009  
  3   57  524.3056   -4.26859     0.0           1259.47    -1.91791     0.0         
  3   58  453.4621   -2.03845     0.0           3997.18    -2.994       0.0         
  3   59  1077.47    -2.43883     0.0           -998.0735  4.48792      0.0         
  3   60  -478.068   0.0          0.0           15.0501    0.0          0.0         
  3   61  1113.436   -0.428312    0.0           -281.4692  1.00738      0.0         
  3   62  335.1104   2.26653      0.0239277     3792.062   -2.55407     -0.0217293  
  4   0   1606.0     -4.746       0.0009181     2777.0     -4.674       0.001551    
  4   1   1566.0     -5.809       0.005197      2649.0     -6.508       0.004822    
  4   2   3049.0     -12.77       0.01435       3972.0     -13.16       0.01208     
  4   3   2673.0     -5.765       -0.000332     3989.0     -14.09       0.0153      
  4   4   0          0            0             0          0            0           
  4   5   346.31     -2.4583      0.0029287     -1218.2    9.7928       -0.016158   
  4   6   -801.9     3.824        -0.007514     1460.0     -8.673       0.01641     
  4   7   83.91      -1.262       0.0           465.4      -1.841       0.0         
  4   8   -250.0     2.857        -0.006022     653.3      -1.412       0.000954    
  4   9   -281.4     2.379        -0.006668     1590.0     -24.57       0.06212     
  4   10  973.8      -5.633       0.00769       310.4      1.538        -0.004885   
  4   11  235.9      -0.5874      0.0           839.6      -1.215       0.0         
  4   12  816.7      -5.092       0.006065      650.9      -0.7132      0.000815    
  4   13  401.89     -0.43627     -0.002004     -238.36    5.0          -0.008186501
  4   14  -923.7     2.468        0.0           -75.63     -0.1511      0.0         
  4   15  -355.1     0.58         0.0           -660.2     1.743        0.0         
  4   16  104.6      -5.014       0.008854      1876.0     11.5         0.09        
  4   17  -1114.0    5.916        -0.007126     1325.0     -6.263       0.007584    
  4   18  -3061.2    9.5413       0.1842        -643.09    2.9346       -0.0055     
  4   19  123.5      0.8503       -0.002478     -46.0      4.415        -0.00878    
  4   20  -1295.0    4.3634       0.0           1525.8     -4.9155      0.0         
  4   22  238.1      -0.7077      0.0           2177.0     -4.363       0.0         
  4   23  -126.0     0.1322       0.0           2389.0     -4.509       0.0         
  4   24  -32.643    -0.010434    0.0           2985.8     -6.227       0.0         
  4   25  1314.8     0.0          0.0           963.37     0.0          0.0         
  4   26  925.6      -2.027       0.0           3139.0     -5.964       0.0         
  4   27  1862.0     32.07        -0.009397     3664.0     34.13        0.002987    
  4   28  741.8      -2.098       0.0           1091.0     -1.274       0.0         
  4   29  2100.0     0.0          0.0           316.6      0.0          0.0         
  4   32  738.4      -1.771       0.0           616.5      -0.1457      0.0         
  4   33  499.8      -2.41        0.0           -468.8     2.421        0.0         
  4   34  838.8      0.0          0.0           774.7      0.0          0.0         
  4   35  699.7      -1.767       0.0           1439.0     -1.673       0.0         
  4   36  -148.9     1.034        0.0           1255.0     -2.538       0.0         
  4   37  190.4      -1.2         0.0           -452.3     1.956        0.0         
  4   38  1117.0     -2.196       0.0           1072.0     -1.248       0.0         
  4   39  439.4      0.0          0.0           959.3      0.0          0.0         
  4   40  848.6      0.0          0.0           1253.0     0.0          0.0         
  4   41  1036.0     -2.995       0.0           -366.4     1.129        0.0         
  4   43  403.8      -0.9346      0.0           703.4      -1.383       0.0         
  4   44  3121.0     -13.69       0.01446       2601.0     -1.25        -0.006309   
  4   45  1201.3     -4.6803      0.0           -516.99    2.1888       0.0         
  4   46  186.24     -3.1349      0.007737      1460.82    -5.962       0.004691    
  4   47  -150.961   0.527951     0.0           868.681    -2.20103     0.0         
  4   48  1627.81    -5.8598      0.005497      -808.4     3.8321       -0.005877   
  4   49  -3745.0    4.5137       0.0636        7712.2     -7.6896      -0.035      
  4   50  495.28     -2.6496      0.00159       700.05     0.2237       -0.00244    
  4   51  34.94      1.0075       -0.002547     942.22     -2.3183      0.001188    
  4   53  1105.94    -1.68763     0.0           1343.95    -2.16488     0.0         
  4   54  292.6468   -1.59145     0.0           147.0663   2.08434      0.0         
  4   55  1026.29    -3.17777     0.0           -792.988   3.87681      0.0         
  4   56  -348.7564  1.92474      0.0           1003.498   -2.48421     0.0         
  4   57  -2448.212  -2.13997     0.0332832     -234.3916  4.01945      -0.0134709  
  4   58  1178.048   5.33766      0.0           1044.876   -3.71273     0.0         
  4   59  -159.8631  2.41804      0.0           662.1286   -3.28127     0.0         
  4   60  -367.321   0.0          0.0           34.7132    0.0          0.0         
  4   61  225.0235   -4.3271      0.0030855     448.381    -1.61662     0.000518    
  4   62  -352.184   -1.58363     0.0090199     1751.43    -1.09998     -0.0148923  
  5   0   82.593     -0.48575     0.0           2409.4     -3.0099      0.0         
  5   1   -96.297    0.6304       -0.0018       -628.07    10.0         -0.014972   
  5   2   13.733     -0.11768     0.0           1604.3     -2.0299      0.0         
  5   3   145.54     -0.48799     0.0           436.21     1.9094       0.0         
  5   4   -1218.2    9.7928       -0.016158     346.31     -2.4583      0.0029287   
  5   5   0          0            0             0          0            0           
  5   6   -328.5     1.0823       -0.0022       -524.3     4.6065       -0.004      
  5   7   -867.0     -1.258       0.02998       265.5      -2.905       0.002283    
  5   8   86.439     -0.46505     0.0           394.78     -0.36048     0.0         
  5   9   -392.5     2.256        0.0           -158.4     -0.6469      0.0         
  5   10  299.23     -1.2702      0.0           294.76     0.3745       0.0         
  5   11  220.7      -0.6402      0.0           444.7      -0.06819     0.0         
  5   12  -87.48     -0.5522      0.0           475.2      0.1198       0.0         
  5   13  -308.7     1.7454       -0.00335      952.24     -3.3287      0.0053598   
  5   14  -495.25    1.0807       0.0           -467.95    0.65743      0.0         
  5   15  -1508.5    4.4917       0.0           -278.09    -0.39888     0.0         
  5   16  -1039.0    5.603        -0.006551     39.33      -3.354       0.006714    
  5   17  -2012.0    13.46        -0.02004      251.2      -1.274       0.002214    
  5   18  -341.34    -5.8042      0.0141        -230.38    -0.3825      0.0023      
  5   19  97.97301   -0.28666     0.0           615.01     -0.9444399   0.0         
  5   20  -733.07    2.3351       0.0           1075.5     -3.4339      0.0         
  5   22  -16.521    -0.28137     0.0           1831.2     -2.9694      0.0         
  5   23  -85.926    -0.26371     0.0           1904.4     -2.7981      0.0         
  5   24  -242.6     0.29562      -9.01e-05     4519.3     -19.456      0.025981    
  5   25  -139.58    0.0          0.0           893.38     0.0          0.0         
  5   26  -40.13     -0.06709     0.0           2150.0     -2.813       0.0         
  5   27  3000.0     -11.81       0.0           2955.0     -6.383       0.0         
  5   28  374.2      -2.212       0.002688      1079.0     -1.766       0.001238    
  5   30  -332.4     4.419        -0.007797     2645.0     -9.172001    0.01177     
  5   31  75.71      -0.3753      0.0           1334.0     -1.863       0.0         
  5   32  -369.8     2.203        0.0           662.0      -1.903       0.0         
  5   33  33.19      -0.2074      0.0           -3.428     0.483        0.0         
  5   34  180.5      0.3161       0.0           1965.0     -3.858       0.0         
  5   35  28.95      -0.3303      0.0           648.8      0.8050001    0.0         
  5   37  -185.9     0.03906      0.0           145.0      -0.6343      0.0         
  5   38  164.0      0.0          0.0           135.9      0.0          0.0         
  5   39  -43.88     0.0          0.0           2421.0     0.0          0.0         
  5   40  -99.57999  0.0          0.0           1235.0     0.0          0.0         
  5   41  101.2      -1.078       0.0           -269.7     1.732        0.0         
  5   43  308.7      -1.175       0.0           678.1      -1.335       0.0         
  5   44  68.972     -0.41997     0.0           2540.7     -3.5236      0.0         
  5   46  -119.08    0.9938       0.0           -52.69     -0.7465      0.0         
  5   47  197.395    -0.985958    0.0           -195.127   1.17652      0.0         
  5   48  210.91     -2.4953      0.0048        -132.93    0.6584       -0.00208    
  5   49  673.72     -2.3567      0.0           2676.7     -5.4899      0.0         
  5   50  137.95     -1.4112      0.00172       524.52     0.4314       -0.00166    
  5   51  166.42     0.994        -0.003346     1683.48    -8.003099    0.01159     
  5   53  34.7884    0.0          0.0           641.041    0.0          0.0         
  5   54  -704.2285  -1.26236     0.0149627     152.7192   2.17856      -0.0098745  
  5   55  -348.9494  1.41462      0.0           2127.895   -4.14737     0.0         
  5   56  -1230.497  3.91001      0.0           1142.897   -2.92427     0.0         
  5   57  -671.2604  1.58636      -0.0048637    985.4429   -2.42145     -0.0062036  
  5   58  53.7776    -0.9791      0.0           94.629     0.30192      0.0         
  5   59  1741.061   -4.73718     0.0           -558.6751  1.11398      0.0         
  5   60  1216.71    -5.44835     0.0           -386.355   3.77874      0.0         
  5   61  1037.56    -5.46099     0.0           1421.557   0.34143      0.0         
  6   0   -17.253    0.8389       0.0009021     1391.3     -3.6156      0.001144    
  6   1   -1301.0    4.072        0.0           778.3      0.1482       0.0         
  6   2   332.3      1.158        0.0           792.0      -1.726       0.0         
  6   3   24.144     1.6504       0.0           1050.2     -1.9939      0.0         
  6   4   1460.0     -8.673       0.01641       -801.9     3.824        -0.007514   
  6   5   -524.3     4.6065       -0.004        -328.5     1.0823       -0.0022     
  6   6   0          0            0             0          0            0           
  6   7   -2686.0    19.44        -0.02702      148.4      -2.757       0.002329    
  6   8   190.5      -3.669       0.008838      770.6      -0.5873      -0.003252   
  6   9   -1545.0    6.512        0.0           512.6      -2.145       0.0         
  6   10  -433.288   3.0862       -0.002012     311.974    -1.3412      0.001074    
  6   11  140.71     0.0          0.0           53.28      0.0          0.0         
  6   12  177.665    -3.72906     0.010763      433.207    -0.605276    -0.000914   
  6   13  -75.7467   -0.98514     0.0033318     717.485    -1.48515     -7.44e-14   
  6   14  798.5      -5.869       0.01032       -980.6     3.671        -0.005908   
  6   15  1524.0     -2.531       0.0           -851.0     1.034        0.0         
  6   16  274.5      -0.5905      0.002205      -446.0     -0.7738      0.002634    
  6   17  158.4      0.5246       0.0           -131.0     -0.7957      0.0         
  6   18  -3178.5    9.8213       -0.0034       -393.18    0.5546       -0.0029     
  6   19  -634.1     3.59         0.0           509.6      -1.916       0.0         
  6   20  -1795.2    12.708       -0.015455     624.97     -4.6878      0.0052371   
  6   21  -804.28    2.828        0.0           594.45     -2.2535      0.0         
  6   22  86.68999   1.592        0.0           313.3      -0.5041      0.0         
  6   23  134.1      0.9495       0.0           748.2      -1.319       0.0         
  6   24  509.3      -0.29        0.0           -523.8     3.158        0.0         
  6   26  1008.0     -1.795       0.0           1282.0     -2.815       0.0         
  6   27  -1895.0    9.303        0.0           591.6      -3.08        0.0         
  6   28  -595.7     2.634        0.0           882.6      -2.606       0.0         
  6   32  -123.8     3.847        0.0           501.4      -1.939       0.0         
  6   33  372.5      -0.9091      0.0           -368.8     0.7775       0.0         
  6   35  822.2      0.0          0.0           -17.99     0.0          0.0         
  6   37  117.0      -0.611       0.0           -370.8     0.1043       0.0         
  6   38  419.8      2.436        0.0           276.9      -0.9948      0.0         
  6   41  -494.2     2.826        0.0           -121.8     -0.6029      0.0         
  6   43  676.0      -0.9909      0.0           808.4      -2.929       0.0         
  6   44  274.37     -0.5861      -0.00030011   1632.9     -2.8719      0.003455    
  6   45  659.22     -1.8841      0.0           -588.21    0.9707       0.0         
  6   46  934.67     -4.4232      0.006054      -649.31    1.3487       -0.001586   
  6   47  -1119.8    7.95909      -0.008555     -128.903   -0.468519    -0.000916   
  6   48  64.43999   -0.0094      0.0           -439.58    0.3142       0.0         
  6   50  499.44     -6.6553      0.01656       952.57     -0.8437      -0.0048     
  6   51  -302.93    0.5975       0.0           652.86     -1.8013      0.0         
  6   53  1038.3     0.0          0.0           -270.53    0.0          0.0         
  6   54  659.2109   -0.59252     0.0451602     151.31     -3.00895     0.0019814   
  6   55  2770.851   -2.00944     0.0           1996.724   -5.47448     0.0         
  6   57  2707.161   -2.51124     -0.0022558    -399.1902  0.16195      -0.0067585  
  6   58  -1616.174  5.32305      0.0           275.7479   -1.97057     0.0         
  6   59  318.2128   -1.42376     0.0           385.0068   -2.49001     0.0         
  6   60  4878.28    -6.38758     0.0           -444.615   -0.776483    0.0         
  6   61  206.2641   -2.57259     0.0032526     -371.2031  0.99046      -0.000807   
  7   0   1987.0     -4.615       0.0           1381.0     -0.9977      0.0         
  7   1   191.6      0.4936       0.0           1207.0     -1.955       0.0         
  7   2   2340.0     -5.043       0.0           1356.0     -2.118       0.0         
  7   3   1825.0     -3.743       0.0           1375.0     -1.702       0.0         
  7   4   465.4      -1.841       0.0           83.91      -1.262       0.0         
  7   5   265.5      -2.905       0.002283      -867.0     -1.258       0.02998     
  7   6   148.4      -2.757       0.002329      -2686.0    19.44        -0.02702    
  7   7   0          0            0             0          0            0           
  7   8   -145.2     -0.738       0.0           -666.8     1.918        0.0         
  7   9   5.604      0.0          0.0           -410.21    0.0          0.0         
  7   10  -212.9     0.0          0.0           -224.4     0.0          0.0         
  7   12  -329.3     0.0          0.0           -80.58     0.0          0.0         
  7   17  542.0      -6.792       0.01655       -131.1     -0.9399      0.000469    
  7   18  -4080.9    12.859       -0.0101       -41.594    -3.5887      0.004       
  7   20  401.88     0.0          0.0           281.08     0.0          0.0         
  7   26  2356.0     -3.347       0.0           2157.0     -3.718       0.0         
  7   27  555.5      0.0          0.0           1554.0     0.0          0.0         
  7   33  -309.0     0.0          0.0           191.7      0.0          0.0         
  7   44  391.2      -0.8799      0.0           3630.0     -6.23        0.0         
  7   49  4911.4     9.8501       0.0           2332.5     -4.0832      0.0         
  8   0   199.0      -0.8709      0.0           433.6      0.1473       0.0         
  8   1   91.811     -0.71715     0.0           179.8      0.69911      0.0         
  8   2   -57.53     1.212        -0.003715     146.2      -1.237       0.004237    
  8   3   -146.6     0.2419       0.0001133     1001.0     -1.871       0.000239    
  8   4   653.3      -1.412       0.000954      -250.0     2.857        -0.006022   
  8   5   394.78     -0.36048     0.0           86.439     -0.46505     0.0         
  8   6   770.6      -0.5873      -0.003252     190.5      -3.669       0.008838    
  8   7   -666.8     1.918        0.0           -145.2     -0.738       0.0         
  8   8   0          0            0             0          0            0           
  8   9   197.6      0.0          0.0           -93.07999  0.0          0.0         
  8   10  -16.486    -0.27924     0.0           33.415     0.21913      0.0         
  8   11  -83.57     0.0          0.0           101.3      0.0          0.0         
  8   12  3645.0     -26.91       0.04757       695.8      -0.9619      -0.002462   
  8   13  -62.857    0.2898       0.0           80.038     -0.10124     0.0         
  8   15  -47.97     0.0          0.0           119.5      0.0          0.0         
  8   16  -389.6     0.1944       0.001863      2831.0     -13.01       0.01558     
  8   17  1732.0     -9.896001    0.0141        1460.0     -13.73       0.02917     
  8   18  -1908.7    4.1057       0.0           307.16     -0.8161      0.0         
  8   19  -191.0     0.6835       0.0           79.08      -0.3808      0.0         
  8   20  -109.51    0.96888      0.0           178.22     -0.91676     0.0         
  8   22  -99.97601  0.0          0.0           55.27      0.0          0.0         
  8   23  -18.695    -0.52606     0.0           -218.94    1.0749       0.0         
  8   24  -497.98    0.79715      0.00029817    945.14     -3.8168      0.0045351   
  8   25  810.17     -3.2209      0.0021443     -48.641    -0.79498     0.0037129   
  8   26  -208.71    0.8293       -0.0014       155.73     1.4412       -0.0025     
  8   27  1297.0     -1.365       -0.02253      1375.0     2.499        0.006309    
  8   28  -35.89     -0.1009      0.0           -32.6      0.0847       0.0         
  8   29  -169.6     2.986        0.0           -328.1     0.3045       0.0         
  8   30  419.9      0.09772      0.0           315.3      -0.5617      0.0         
  8   31  2.714      0.0          0.0           64.41      0.0          0.0         
  8   32  -986.0     3.847        0.0           277.0      -1.357       0.0         
  8   33  478.5      -1.148       0.0           -72.58     0.4909       0.0         
  8   34  346.6      -0.7017      0.0           -182.0     0.7905       0.0         
  8   35  -717.76    2.9431       0.0           319.69     -1.4362      0.0         
  8   36  -62.43     -0.8977      0.0           -481.2     9.604        0.0         
  8   37  -76.87     0.5372       0.0           38.06      -0.5189      0.0         
  8   39  64.01      -1.077       0.0           -153.4     3.143        0.0         
  8   41  80.79201   -3.702       0.011586      1955.5     -10.0        0.011386    
  8   43  64.21      0.0          0.0           -148.3     0.0          0.0         
  8   44  437.739    -2.7983      0.00364       364.423    2.1022       -0.004653   
  8   46  502.1      0.3401       0.0           141.01     -0.9829      0.0         
  8   47  410.655    -1.1056      0.0           -201.105   0.7123       0.0         
  8   48  37.37      0.0          0.0           -116.4     0.0          0.0         
  8   49  -153.7     0.242        0.0           2311.5     -6.6054      0.0         
  8   54  173.4451   -5.52695     0.0160979     958.3726   -4.73012     0.0047161   
  8   55  824.1235   -2.88368     0.0041569     670.0023   -5.05233     0.0074865   
  8   56  99.5504    0.45575      0.0           -1504.191  4.63058      0.0         
  8   57  147.2528   -2.74448     0.0           177.8232   -2.24998     0.0         
  8   58  331.1518   -1.11421     0.0           -30.955    -0.71244     0.0         
  8   59  571.6566   -4.43975     0.0           -1449.573  4.44554      0.0         
  8   61  519.4855   -5.4673      0.0068391     3306.365   0.15196      -0.0082641  
  9   0   256.21     0.0          0.0           875.85     0.0          0.0         
  9   1   202.49     0.0          0.0           476.25     0.0          0.0         
  9   2   1011.0     -2.167       0.0           -365.5     1.874        0.0         
  9   3   1963.0     2.656        -0.01355      683.6      -1.02        0.000869    
  9   4   1590.0     -24.57       0.06212       -281.4     2.379        -0.006668   
  9   5   -158.4     -0.6469      0.0           -392.5     2.256        0.0         
  9   6   512.6      -2.145       0.0           -1545.0    6.512        0.0         
  9   7   -410.21    0.0          0.0           5.604      0.0          0.0         
  9   8   -93.07999  0.0          0.0           197.6      0.0          0.0         
  9   9   0          0            0             0          0            0           
  9   10  -208.4     0.0          0.0           389.7      0.0          0.0         
  9   11  -160.7     0.0          0.0           226.6      0.0          0.0         
  9   12  209.0      -0.6241      0.0           235.7      0.1314       0.0         
  9   20  435.64     0.0          0.0           -188.0     0.0          0.0         
  9   22  985.7      -2.986       0.0           -888.3     3.426        0.0         
  9   23  -41.537    0.0          0.0           354.71     0.0          0.0         
  9   31  -373.7     0.0          0.0           -397.5     0.0          0.0         
  9   32  -742.7     0.0          0.0           -214.8     0.0          0.0         
  9   34  114.3      0.0          0.0           293.5      0.0          0.0         
  9   36  236.6      0.0          0.0           -93.066    0.0          0.0         
  9   39  -43.56     0.0          0.0           945.6      0.0          0.0         
  9   41  2371.0     0.0          0.0           -225.3     0.0          0.0         
  9   44  716.7      -1.516       0.0           1161.0     -0.5724      0.0         
  10  0   632.22     -3.3912      0.0039282     98.65601   1.9294       -0.0031331  
  10  1   -582.82    1.6732       0.0           980.74     -2.4224      0.0         
  10  2   622.73     -1.7605      0.0           -274.54    0.91491      0.0         
  10  3   1624.0     -9.409       0.01338       -242.5     2.72         -0.003449   
  10  4   310.4      1.538        -0.004885     973.8      -5.633       0.00769     
  10  5   294.76     0.3745       0.0           299.23     -1.2702      0.0         
  10  6   311.974    -1.3412      0.001074      -433.288   3.0862       -0.002012   
  10  7   -224.4     0.0          0.0           -212.9     0.0          0.0         
  10  8   33.415     0.21913      0.0           -16.486    -0.27924     0.0         
  10  9   389.7      0.0          0.0           -208.4     0.0          0.0         
  10  10  0          0            0             0          0            0           
  10  11  342.4      0.0          0.0           -251.7     0.0          0.0         
  10  12  195.3      -9.75        0.04051       824.2      -6.009       0.008271    
  10  13  -28.231    0.0          0.0           36.948     0.0          0.0         
  10  15  3168.0     -24.07       0.04303       3329.0     -13.78       0.01193     
  10  16  152.8      -1.099       0.0           160.8      0.8719       0.0         
  10  17  -1355.0    7.683001     -0.01012      3499.0     -22.96       0.03543     
  10  18  87.6       1.4109       0.0           45.309     -1.4281      0.0         
  10  19  -193.23    0.43006      0.0           139.55     -0.43665     0.0         
  10  20  62.031     1.0567       0.0           59.594     -0.71198     0.0         
  10  21  745.4      0.0          0.0           -447.04    0.0          0.0         
  10  22  -49.339    0.0          0.0           48.852     0.0          0.0         
  10  23  168.17     -1.0536      0.0           -461.35    1.8569       0.0         
  10  24  -579.11    0.9455       0.0           966.35     -2.1861      0.0         
  10  26  -5.71      -0.2724      0.0           223.4      0.1237       0.0         
  10  27  3351.0     -14.54       0.0           -788.6     1.693        0.0         
  10  28  9.222      -0.3292      0.0           -50.36     0.02448      0.0         
  10  30  861.1      -1.693       0.0           280.0      -0.9491      0.0         
  10  32  80.68999   0.0          0.0           -136.3     0.0          0.0         
  10  33  -72.07     0.0          0.0           69.25      0.0          0.0         
  10  34  82.96      0.0          0.0           11.62      0.0          0.0         
  10  35  -386.3     1.892        0.0           248.3      -1.198       0.0         
  10  37  296.8      -1.264       0.0           -337.1     0.8843       0.0         
  10  38  -92.12     0.9031       0.0           503.5      -1.792       0.0         
  10  39  -201.4     0.5487       0.0           -320.0     1.052        0.0         
  10  41  96.77      0.4827       0.0           16.69      -0.5966      0.0         
  10  43  -338.8     1.837        0.0           3.924      -1.174       0.0         
  10  44  374.1      -1.976       0.001682      460.8      -0.06206     4.1e-05     
  10  46  758.13     -0.2593      0.0           32.71      -0.8641      0.0         
  10  47  2973.58    -5.45555     0.0           81.6384    -1.3111      0.0         
  10  48  611.47     -2.4783      0.0           -1031.78   3.9906       0.0         
  10  51  -1336.2    6.7742       -0.0082       1915.2     -9.9994      0.0126      
  10  53  -1366.59   5.90673      -0.007325     2622.04    -11.7013     0.013472    
  11  0   238.5      -0.5358      0.0           508.4      -0.6215      0.0         
  11  1   -28.63     0.0          0.0           309.8      0.0          0.0         
  11  2   108.3      -0.262       0.0           170.5      -0.02393     0.0         
  11  3   377.26     0.0          0.0           136.98     0.0          0.0         
  11  4   839.6      -1.215       0.0           235.9      -0.5874      0.0         
  11  5   444.7      -0.06819     0.0           220.7      -0.6402      0.0         
  11  6   53.28      0.0          0.0           140.71     0.0          0.0         
  11  8   101.3      0.0          0.0           -83.57     0.0          0.0         
  11  9   226.6      0.0          0.0           -160.7     0.0          0.0         
  11  10  -251.7     0.0          0.0           342.4      0.0          0.0         
  11  11  0          0            0             0          0            0           
  11  18  -9.2978    0.0          0.0           -123.73    0.0          0.0         
  11  19  92.21      0.0          0.0           -33.64     0.0          0.0         
  11  21  489.15     0.0          0.0           -441.01    0.0          0.0         
  11  24  260.64     -1.2868      0.0           -597.09    2.5295       0.0         
  11  26  -142.2     0.572        0.0           465.8      -0.7730001   0.0         
  11  27  1894.0     0.0          0.0           18.79      0.0          0.0         
  11  31  161.8      0.0          0.0           13.97      0.0          0.0         
  11  39  745.4      -0.622       0.0           -479.1     0.8031       0.0         
  11  41  580.3      0.0          0.0           -285.5     0.0          0.0         
  11  44  227.6      -0.7762      0.0           509.0      -0.2248      0.0         
  12  0   -9.654     -0.03242     0.0           233.1      -0.3155      0.0         
  12  1   -844.3     2.945        0.0           733.3      -2.509       0.0         
  12  2   179.0      0.05615      0.0           -87.08     -0.1859      0.0         
  12  3   375.0      -1.57        0.0           -595.1     2.978        0.0         
  12  4   650.9      -0.7132      0.000815      816.7      -5.092       0.006065    
  12  5   475.2      0.1198       0.0           -87.48     -0.5522      0.0         
  12  6   433.207    -0.605276    -0.000914     177.665    -3.72906     0.010763    
  12  7   -80.58     0.0          0.0           -329.3     0.0          0.0         
