UNIFAC_parameters

-type
  modified

-list_of_main_groups
  0   CH2       [0]CH3 [1]CH2 [2]CH [3]C 
  12  8   695.8      -0.9619      -0.002462     3645.0     -26.91       0.04757     
  12  9   235.7      0.1314       0.0           209.0      -0.6241      0.0         
  12  10  824.2      -6.009       0.008271      195.3      -9.75        0.04051     
  12  12  0          0            0             0          0            0           
  12  13  -124.33    -0.29398     0.0           561.14     -0.7058      0.0         
  12  18  -199.94    -6.9867      0.0193        -430.49    -0.728       0.004       
  12  19  1987.0     -8.022       0.01065       -588.8     1.481        -0.002636   
  12  20  521.48     0.0          0.0           -310.82    0.0          0.0         
  12  21  -454.92    0.0          0.0           310.75     0.0          0.0         
  12  22  -208.6     -0.2571      0.002418      872.0      -2.939       0.001269    
  12  23  492.9      -6.475       0.01806       215.3      -2.482       0.002745    
  12  24  -515.93    0.3835       0.0           1368.0     -2.6254      0.0         
  12  25  -607.35    2.3467       0.0           97.12801   -0.64386     0.0         
  12  26  -425.4     0.9514       0.0           641.2      -1.486       0.0         
  12  27  974.0      -1.368       -0.01983      381.1      -5.682       0.01675     
  12  28  -305.1     0.7063       0.0           319.6      -1.368       0.0         
  12  30  35.02      1.702        0.0           198.5      -1.434       0.0         
  12  31  102.6      0.0          0.0           -210.1     0.0          0.0         
  12  32  513.7      0.0          0.0           -299.6     0.0          0.0         
  12  34  -104.8     0.0          0.0           464.0      0.0          0.0         
  12  36  -137.87    0.0          0.0           169.27     0.0          0.0         
  12  39  -422.7     2.23         0.0           -326.4     0.24         0.0         
  12  40  155.7      -1.578       0.0           -528.8     2.822        0.0         
  12  44  397.0      -1.379       0.0           -214.1     1.134        0.0         
  12  47  3858.07    -9.278001    7e-06         -224.782   -0.410609    -4e-06      
  12  48  1321.52    0.0          0.0           -361.25    0.0          0.0         
  12  51  -209.209   -0.470423    0.006918      1163.91    -7.1332      0.00839     
  12  60  -584.728   0.0          0.0           178.501    0.0          0.0         
  14  0   326.04     -2.6348      0.0033576     -164.04    4.9683       -0.010252   
  14  1   498.8      -5.148       0.01039       1857.0     -8.653001    0.01088     
  14  2   -121.0     -1.901       0.006999      2036.0     -8.729       0.008138    
  14  3   -45.44     5.141        -0.0142       2977.0     -19.16       0.03333     
  14  4   -75.63     -0.1511      0.0           -923.7     2.468        0.0         
  14  5   -467.95    0.65743      0.0           -495.25    1.0807       0.0         
  14  6   -980.6     3.671        -0.005908     798.5      -5.869       0.01032     
  14  13  -143.07    0.0          0.0           182.58     0.0          0.0         
  14  14  0          0            0             0          0            0           
  14  15  1517.0     -12.72       0.02557       -1074.0    9.0          -0.01795    
  14  16  -472.4     -0.2051      0.01058       836.6      -5.208       0.004801    
  14  19  -412.38    -0.49092     0.0062553     2412.2     -10.495      0.0097411   
  14  26  -65.76     -0.3148      0.0           333.9      -0.1415      0.0         
  14  27  2553.0     -11.9        0.0           3873.0     -9.315001    0.0         
  14  31  -205.1     0.0          0.0           244.4      0.0          0.0         
  14  41  162.14     0.0          0.0           -112.76    0.0          0.0         
  14  44  124.3      -1.147       0.0           621.9      0.258        0.0         
  14  46  413.11     0.0          0.0           -293.93    0.0          0.0         
  14  51  190.882    0.0          0.0           14.9127    0.0          0.0         
  15  0   207.26     -1.0916      0.0           350.58     0.066729     0.0         
  15  1   -124.32    0.0          0.0           224.8      0.0          0.0         
  15  2   105.63     -0.60667     0.0           139.67     0.037692     0.0         
  15  3   -316.22    0.0          0.0           1250.0     0.0          0.0         
  15  4   -660.2     1.743        0.0           -355.1     0.58         0.0         
  15  5   -278.09    -0.39888     0.0           -1508.5    4.4917       0.0         
  15  6   -851.0     1.034        0.0           1524.0     -2.531       0.0         
  15  8   119.5      0.0          0.0           -47.97     0.0          0.0         
  15  10  3329.0     -13.78       0.01193       3168.0     -24.07       0.04303     
  15  13  -186.98    0.0          0.0           295.07     0.0          0.0         
  15  14  -1074.0    9.0          -0.01795      1517.0     -12.72       0.02557     
  15  15  0          0            0             0          0            0           
  15  16  402.6      -1.614       0.0           -639.9     2.561        0.0         
  15  19  242.2      0.0          0.0           -131.9     0.0          0.0         
  15  26  -3.28      0.0          0.0           43.83      0.0          0.0         
  15  27  3888.0     -16.26       0.0           -868.8     2.948        0.0         
  15  40  -330.2     0.0          0.0           904.1      0.0          0.0         
  15  41  -88.49     0.0          0.0           -230.55    0.0          0.0         
  15  44  -131.9     -0.007369    0.0           1248.0     -2.79        0.0         
  15  46  444.67     0.8351       0.0           -196.23    -0.0511      0.0         
  15  51  1178.79    -9.99911     0.020758      1667.89    -7.58704     0.008006    
  16  0   205.65     -1.4436      0.0           -175.7     1.857        0.0         
  16  1   -131.5     0.0          0.0           165.3      0.0          0.0         
  16  2   16.29      -0.6022      0.0           -71.4      0.7078       0.0         
  16  3   978.3      -6.481       0.007088      -2631.0    13.56        -0.007036   
  16  4   1876.0     11.5         0.09          104.6      -5.014       0.008854    
  16  5   39.33      -3.354       0.006714      -1039.0    5.603        -0.006551   
  16  6   -446.0     -0.7738      0.002634      274.5      -0.5905      0.002205    
  16  8   2831.0     -13.01       0.01558       -389.6     0.1944       0.001863    
  16  10  160.8      0.8719       0.0           152.8      -1.099       0.0         
  16  14  836.6      -5.208       0.004801      -472.4     -0.2051      0.01058     
  16  15  -639.9     2.561        0.0           402.6      -1.614       0.0         
  16  16  0          0            0             0          0            0           
  16  23  -473.0     0.8883       0.0           406.8      -1.524       0.0         
  16  24  -420.24    0.26315      0.0           -1035.8    3.078        0.0         
  16  26  215.9      -1.399       0.0           -825.9     3.15         0.0         
  16  27  1622.0     -4.812       -0.01856      -94.87     -9.612       0.03722     
  16  40  -7.532001  -0.8077      0.0           35.16      0.09722999   0.0         
  16  41  965.0      0.0          0.0           -311.9     0.0          0.0         
  16  44  324.15     -1.4264      0.0           -198.32    1.452        0.0         
  16  46  -729.5     6.2811       0.0           -66.61     -0.696       0.0         
  16  48  2111.24    0.0          0.0           -235.61    0.0          0.0         
  16  51  2662.02    -13.9855     0.017738      -1780.41   5.71975      -0.00165    
  17  0   2257.3     -5.6676      0.0           958.74     -0.14836     0.0         
  17  1   3982.0     -19.72       0.02783       2800.0     -10.72       0.01339     
  17  2   154.39     1.2458       0.0           1044.7     -1.7112      0.0         
  17  3   3969.0     8.497001     -0.005945     4000.0     -16.68       0.02112     
  17  4   1325.0     -6.263       0.007584      -1114.0    5.916        -0.007126   
  17  5   251.2      -1.274       0.002214      -2012.0    13.46        -0.02004    
  17  6   -131.0     -0.7957      0.0           158.4      0.5246       0.0         
  17  7   -131.1     -0.9399      0.000469      542.0      -6.792       0.01655     
  17  8   1460.0     -13.73       0.02917       1732.0     -9.896001    0.0141      
  17  10  3499.0     -22.96       0.03543       -1355.0    7.683001     -0.01012    
  17  17  0          0            0             0          0            0           
  17  18  74.285     14.613       -0.0283       -558.39    1.2436       -0.0007     
  17  19  393.9      -4.703       0.009003      2987.0     -9.336       0.007147    
  17  22  582.1      -2.33        0.000377      -338.0     3.372        -0.003676   
  17  26  3986.0     -16.15       0.01635       2626.0     -10.59       0.01466     
  17  27  3709.2     0.0          0.0           1583.8     0.0          0.0         
  17  29  3770.0     1.686        0.0           1.655      -1.164       0.0         
  17  33  1268.0     -3.042       0.0           -818.8     3.229        0.0         
  17  41  -391.9     0.0          0.0           650.7      0.0          0.0         
  17  44  1371.0     -3.323       0.0           1091.0     -0.2657      0.0         
  17  46  1271.42    -6.4373      0.006451      -2476.18   10.9894      -0.009617   
  18  0   -436.15    3.4225       -0.0087       1802.3     -17.171      0.036       
  18  1   -13.317    0.0          0.0           13.502     0.0          0.0         
  18  2   1810.8     -5.7594      0.0023        -1553.9    0.1615       0.0082      
  18  3   1698.1     -9.8887      0.0153        135.3      -2.369       0.0039      
  18  4   -643.09    2.9346       -0.0055       -3061.2    9.5413       0.1842      
  18  5   -230.38    -0.3825      0.0023        -341.34    -5.8042      0.0141      
  18  6   -393.18    0.5546       -0.0029       -3178.5    9.8213       -0.0034     
  18  7   -41.594    -3.5887      0.004         -4080.9    12.859       -0.0101     
  18  8   307.16     -0.8161      0.0           -1908.7    4.1057       0.0         
  18  10  45.309     -1.4281      0.0           87.6       1.4109       0.0         
  18  11  -123.73    0.0          0.0           -9.2978    0.0          0.0         
  18  12  -430.49    -0.728       0.004         -199.94    -6.9867      0.0193      
  18  13  -250.25    0.3811       0.0           -1269.7    2.6335       0.0         
  18  17  -558.39    1.2436       -0.0007       74.285     14.613       -0.0283     
  18  18  0          0            0             0          0            0           
  18  19  746.12     -2.1937      0.0           -2307.8    5.8186       0.0         
  18  20  -451.49    -0.4031      0.0           -2617.7    4.614        0.0         
  18  22  -67.106    -0.4933      0.0           -1592.8    2.8397       0.0         
  18  23  -978.25    2.1884       0.0           946.79     -4.9886      0.0         
  18  24  -516.31    1.6943       0.0           -1646.8    2.7237       0.0         
  18  26  229.66     -1.5005      0.0           -2111.0    6.3625       0.0         
  18  35  -713.65    1.9191       0.0           -763.19    0.603        0.0         
  18  40  197.95     -0.3316      -0.0004       -1052.5    1.6854       0.0027      
  18  44  268.23     -1.4137      0.0           -5894.1    13.088       0.0         
  18  46  489.93     -0.5591      -0.00102      -2250.64   5.4638       -0.00015    
  18  49  -674.0     1.8854       0.0           4998.6     1.1962       0.0         
  19  0   293.81     -1.3979      0.0           593.07     0.7335       0.0         
  19  1   -181.93    0.0          0.0           634.85     0.0          0.0         
  19  2   111.8      -0.5959      0.0           -17.44     0.9437       0.0         
  19  3   170.1      -0.8218      0.0           208.1      1.333        0.0         
  19  4   -46.0      4.415        -0.00878      123.5      0.8503       -0.002478   
  19  5   615.01     -0.9444399   0.0           97.97301   -0.28666     0.0         
  19  6   509.6      -1.916       0.0           -634.1     3.59         0.0         
  19  8   79.08      -0.3808      0.0           -191.0     0.6835       0.0         
  19  10  139.55     -0.43665     0.0           -193.23    0.43006      0.0         
  19  11  -33.64     0.0          0.0           92.21      0.0          0.0         
  19  12  -588.8     1.481        -0.002636     1987.0     -8.022       0.01065     
  19  13  -28.653    -0.48152     0.0           56.754     0.89781      0.0         
  19  14  2412.2     -10.495      0.0097411     -412.38    -0.49092     0.0062553   
  19  15  -131.9     0.0          0.0           242.2      0.0          0.0         
  19  17  2987.0     -9.336       0.007147      393.9      -4.703       0.009003    
  19  18  -2307.8    5.8186       0.0           746.12     -2.1937      0.0         
  19  19  0          0            0             0          0            0           
  19  22  176.5      -1.237       0.0           -368.7     1.992        0.0         
  19  23  -78.96     0.0          0.0           14.76      0.0          0.0         
  19  24  237.42     -1.2928      0.0           -642.44    2.8574       0.0         
  19  26  65.82      -0.6265      0.0           357.6      0.7676       0.0         
  19  27  1283.0     3.361        -0.02978      2331.0     -9.238001    0.01158     
  19  28  117.53     -0.44692     0.0           -128.21    0.50349      0.0         
  19  30  468.8      0.0          0.0           434.8      0.0          0.0         
  19  31  -18.8      -0.3652      0.0           41.54      0.646        0.0         
  19  33  506.6      -1.263       0.0           11.72      0.7004       0.0         
  19  35  -211.2     0.0          0.0           362.6      0.0          0.0         
  19  36  11.65      -1.229       0.0           -1428.0    7.698        0.0         
  19  38  267.1      0.0          0.0           -144.7     0.0          0.0         
  19  39  61.96      -0.4161      0.0           -19.1      1.195        0.0         
  19  41  57.08      -0.7417      0.0           -160.48    1.0644       0.0         
  19  43  -75.67     0.0          0.0           26.8       0.0          0.0         
  19  44  256.2      -1.526       0.001118      1336.0     -3.395       0.004586    
  19  47  297.646    -0.66206     0.0           -116.794   0.54754      0.0         
  19  51  -50.8443   -0.025287    0.0           180.813    -0.0641231   0.0         
  20  0   2017.7     -9.0933      0.010238      1182.2     -3.2647      0.009198    
  20  1   -347.5     1.216        0.0           -2026.1    8.1549       0.0         
  20  2   613.32     -1.595       0.0           69.561     1.8881       0.0         
  20  3   29.747     0.0          0.0           1352.5     0.0          0.0         
  20  4   1525.8     -4.9155      0.0           -1295.0    4.3634       0.0         
  20  5   1075.5     -3.4339      0.0           -733.07    2.3351       0.0         
  20  6   624.97     -4.6878      0.0052371     -1795.2    12.708       -0.015455   
  20  7   281.08     0.0          0.0           401.88     0.0          0.0         
  20  8   178.22     -0.91676     0.0           -109.51    0.96888      0.0         
  20  9   -188.0     0.0          0.0           435.64     0.0          0.0         
  20  10  59.594     -0.71198     0.0           62.031     1.0567       0.0         
  20  12  -310.82    0.0          0.0           521.48     0.0          0.0         
  20  13  720.45     -1.5187      0.0           -140.77    0.309        0.0         
  20  18  -2617.7    4.614        0.0           -451.49    -0.4031      0.0         
  20  20  0          0            0             0          0            0           
  20  21  -65.631    0.0          0.0           -14.016    0.0          0.0         
  20  22  27.618     0.0          0.0           702.4      0.0          0.0         
  20  23  94.606     0.0          0.0           425.97     0.0          0.0         
  20  24  508.72     -1.4005      0.0           -386.93    2.3961       0.0         
  20  26  701.95     -1.7576      0.0           213.34     2.1861       0.0         
  20  27  -1398.7    0.0          0.0           1000.0     0.0          0.0         
  20  34  146.06     0.0          0.0           780.71     0.0          0.0         
  20  35  -18.328    0.0          0.0           753.21     0.0          0.0         
  20  39  -447.95    1.5141       0.0           283.64     1.5491       0.0         
  20  41  -421.21    0.0          0.0           93.773     0.0          0.0         
  20  43  -271.176   1.4107       0.0           218.974    -0.8061      0.0         
  20  44  1060.0     -2.822       0.0           578.3      1.493        0.0         
  20  46  -369.31    0.0          0.0           -0.29      0.0          0.0         
  20  48  -400.86    0.0          0.0           -244.69    0.0          0.0         
  22  0   -65.68501  0.074091     0.0           401.0      -0.72772     0.0         
  22  1   -359.6     1.238        0.0           498.9      -1.487       0.0         
  22  2   -58.972    0.1046       0.0           73.04601   -0.21322     0.0         
  22  3   113.07     -0.59569     0.0           -46.994    0.30443      0.0         
  22  4   2177.0     -4.363       0.0           238.1      -0.7077      0.0         
  22  5   1831.2     -2.9694      0.0           -16.521    -0.28137     0.0         
  22  6   313.3      -0.5041      0.0           86.68999   1.592        0.0         
  22  8   55.27      0.0          0.0           -99.97601  0.0          0.0         
  22  9   -888.3     3.426        0.0           985.7      -2.986       0.0         
  22  10  48.852     0.0          0.0           -49.339    0.0          0.0         
  22  12  872.0      -2.939       0.001269      -208.6     -0.2571      0.002418    
  22  13  -325.77    2.0412       0.0           70.075     -1.149       0.0         
  22  17  -338.0     3.372        -0.003676     582.1      -2.33        0.000377    
  22  18  -1592.8    2.8397       0.0           -67.106    -0.4933      0.0         
  22  19  -368.7     1.992        0.0           176.5      -1.237       0.0         
  22  20  702.4      0.0          0.0           27.618     0.0          0.0         
  22  21  530.3      0.0          0.0           17.052     0.0          0.0         
  22  22  0          0            0             0          0            0           
  22  23  70.79      0.0          0.0           -66.21     0.0          0.0         
  22  24  207.12     -0.43964     0.0           -175.29    0.32745      0.0         
  22  25  592.4      -4.2459      0.0069046     603.29     -3.977       0.0062484   
  22  26  16.34      0.07287      0.0           95.05      -0.2348      0.0         
  22  27  3985.0     -15.7        0.0           15.62      -1.099       0.0         
  22  28  24.44      -0.4713      0.0           142.1      -0.153       0.0         
  22  29  1248.0     -2.04        0.0           1295.0     -4.224       0.0         
  22  30  295.9      0.0          0.0           -137.7     0.0          0.0         
  22  32  666.0      0.0          0.0           -390.6     0.0          0.0         
  22  35  128.8      -0.2077      0.0           -92.68     -0.01307     0.0         
  22  39  280.0      0.0          0.0           -207.3     0.0          0.0         
  22  41  -70.45     0.0          0.0           -59.29     0.0          0.0         
  22  44  -31.42     -0.248       0.0           370.6      -0.322       0.0         
  22  47  955.8281   -1.00012     0.0           -151.036   -0.458824    0.0         
  22  51  842.486    -1.8434      0.0           -313.202   0.4139       0.0         
  23  0   311.55     -1.1856      0.0           -233.66    1.2561       0.0         
  23  1   55.881     0.0          0.0           -44.958    0.0          0.0         
  23  2   -142.2     0.39662      0.0           133.66     -0.46141     0.0         
  23  3   -75.01     -0.42684     0.0           213.85     0.19998      0.0         
  23  4   2389.0     -4.509       0.0           -126.0     0.1322       0.0         
  23  5   1904.4     -2.7981      0.0           -85.926    -0.26371     0.0         
  23  6   748.2      -1.319       0.0           134.1      0.9495       0.0         
  23  8   -218.94    1.0749       0.0           -18.695    -0.52606     0.0         
  23  9   354.71     0.0          0.0           -41.537    0.0          0.0         
  23  10  -461.35    1.8569       0.0           168.17     -1.0536      0.0         
  23  12  215.3      -2.482       0.002745      492.9      -6.475       0.01806     
  23  13  108.83     -0.86059     0.0           -358.57    1.3307       0.0         
  23  16  406.8      -1.524       0.0           -473.0     0.8883       0.0         
  23  18  946.79     -4.9886      0.0           -978.25    2.1884       0.0         
  23  19  14.76      0.0          0.0           -78.96     0.0          0.0         
  23  20  425.97     0.0          0.0           94.606     0.0          0.0         
  23  22  -66.21     0.0          0.0           70.79      0.0          0.0         
  23  23  0          0            0             0          0            0           
  23  24  7.3664     0.40456      0.0           -1.6641    -0.37825     0.0         
  23  25  187.43     -3.446       0.0067179     1468.9     -5.0         0.003701    
  23  26  46.29      -0.2115      0.0           46.03      0.05388      0.0         
  23  27  3353.0     -14.2        0.0           368.6      -1.748       0.0         
  23  28  822.4      -2.05        0.0           -423.1     0.8154       0.0         
  23  32  -174.6     0.0          0.0           106.3      0.0          0.0         
  23  34  132.7      -0.1183      0.0           -23.81     -0.09203999  0.0         
  23  35  -139.6     1.022        0.0           96.4       -0.776       0.0         
  23  37  -178.3     0.7426       0.0           -39.45     -0.8556      0.0         
  23  39  160.7      0.0          0.0           -135.9     0.0          0.0         
  23  41  -147.64    0.0          0.0           75.45      0.0          0.0         
  23  44  10.7       -0.2702      0.0           224.4      -0.1399      0.0         
  23  47  -1017.26   3.0909       0.0           894.509    -2.93164     0.0         
  23  48  102.8      -0.0879      0.0           -446.86    0.4276       0.0         
  23  51  262.138    0.0          0.0           -229.081   0.0          0.0         
  25  0   1302.6     -8.427       0.014417      -653.74    4.5311       -0.008735   
  25  1   255.41     0.0          0.0           -204.51    0.0          0.0         
  25  2   -78.116    0.69975      0.0           66.214     -0.63629     0.0         
  25  3   -38.939    -0.19378     0.0           192.52     -0.25363     0.0         
  25  4   963.37     0.0          0.0           1314.8     0.0          0.0         
  25  5   893.38     0.0          0.0           -139.58    0.0          0.0         
  25  8   -48.641    -0.79498     0.0037129     810.17     -3.2209      0.0021443   
  25  12  97.12801   -0.64386     0.0           -607.35    2.3467       0.0         
  25  22  603.29     -3.977       0.0062484     592.4      -4.2459      0.0069046   
  25  23  1468.9     -5.0         0.003701      187.43     -3.446       0.0067179   
  25  25  0          0            0             0          0            0           
  25  26  -323.17    1.1973       0.0           350.92     -1.3456      0.0         
  25  35  599.82     0.0          0.0           -364.76    0.0          0.0         
  25  39  325.81     0.0          0.0           -199.87    0.0          0.0         
  25  44  289.08     -0.5852      0.0           -69.60101  -0.4274      0.0         
  25  51  401.698    0.0          0.0           157.634    0.0          0.0         
  26  0   -148.07    1.0927       -0.002416     267.51     -1.7109      0.003388    
  26  1   -663.45    2.3281       0.0           616.62     -2.1164      0.0         
  26  2   -305.5     2.12         -0.003239     269.0      -1.776       0.002645    
  26  3   107.8      -0.6785      0.0           -106.2     0.6081       0.0         
  26  4   3139.0     -5.964       0.0           925.6      -2.027       0.0         
  26  5   2150.0     -2.813       0.0           -40.13     -0.06709     0.0         
  26  6   1282.0     -2.815       0.0           1008.0     -1.795       0.0         
  26  7   2157.0     -3.718       0.0           2356.0     -3.347       0.0         
  26  8   155.73     1.4412       -0.0025       -208.71    0.8293       -0.0014     
  26  10  223.4      0.1237       0.0           -5.71      -0.2724      0.0         
  26  11  465.8      -0.7730001   0.0           -142.2     0.572        0.0         
  26  12  641.2      -1.486       0.0           -425.4     0.9514       0.0         
  26  13  190.45     0.012716     0.0           -131.87    -0.014204    0.0         
  26  14  333.9      -0.1415      0.0           -65.76     -0.3148      0.0         
  26  15  43.83      0.0          0.0           -3.28      0.0          0.0         
  26  16  -825.9     3.15         0.0           215.9      -1.399       0.0         
  26  17  2626.0     -10.59       0.01466       3986.0     -16.15       0.01635     
  26  18  -2111.0    6.3625       0.0           229.66     -1.5005      0.0         
  26  19  357.6      0.7676       0.0           65.82      -0.6265      0.0         
  26  20  213.34     2.1861       0.0           701.95     -1.7576      0.0         
  26  22  95.05      -0.2348      0.0           16.34      0.07287      0.0         
  26  23  46.03      0.05388      0.0           46.29      -0.2115      0.0         
  26  24  22.779     0.042145     0.0           14.947     -0.11086     0.0         
  26  25  350.92     -1.3456      0.0           -323.17    1.1973       0.0         
  26  26  0          0            0             0          0            0           
  26  27  -131.8     9.802        -0.03582      972.1      -6.82        0.009219    
  26  28  441.5      -0.5353      0.0           -65.74     0.0967       0.0         
  26  29  3286.0     0.0          0.0           167.5      0.0          0.0         
  26  30  9.362      1.033        0.0           52.01      -0.9095      0.0         
  26  32  750.2      0.8165       0.0           100.5      -0.8269      0.0         
  26  34  49.51      0.6829       0.0           186.4      -0.7294      0.0         
  26  35  203.2      -1.328       0.0           -1360.0    7.402        0.0         
  26  37  325.2      0.4405       0.0           -60.89     -0.6321      0.0         
  26  38  902.0      0.0          0.0           -194.9     0.0          0.0         
  26  39  220.6      0.3756       0.0           -134.4     -0.3226      0.0         
  26  40  197.4      -0.4858      0.0           -98.98     -0.02128     0.0         
  26  41  512.7      0.02702      0.0           -168.4     -0.123       0.0         
  26  44  -37.183    -0.047827    0.0           60.78      0.024262     0.0         
  26  47  516.966    0.19471      0.001855      -198.677   0.435084     -0.001271   
  26  49  1366.3     -3.8385      0.0           -580.46    1.1653       0.0         
  26  51  120.59     1.2816       0.0           261.15     -0.8815      0.0         
  27  0   3264.0     -20.84       0.03317       -1385.0    15.89        -0.04831    
  27  1   215.5      -1.519       0.0           -56.69     9.805        0.0         
  27  2   1885.0     -10.98       0.01661       595.2      3.309        -0.02844    
  27  3   -69.23     -0.7359      0.0           -113.6     19.72        0.0         
  27  4   3664.0     34.13        0.002987      1862.0     32.07        -0.009397   
  27  5   2955.0     -6.383       0.0           3000.0     -11.81       0.0         
  27  6   591.6      -3.08        0.0           -1895.0    9.303        0.0         
  27  7   1554.0     0.0          0.0           555.5      0.0          0.0         
  27  8   1375.0     2.499        0.006309      1297.0     -1.365       -0.02253    
  27  10  -788.6     1.693        0.0           3351.0     -14.54       0.0         
  27  11  18.79      0.0          0.0           1894.0     0.0          0.0         
  27  12  381.1      -5.682       0.01675       974.0      -1.368       -0.01983    
  27  13  96.855     -1.2993      0.0           2991.9     -9.3959      0.0         
  27  14  3873.0     -9.315001    0.0           2553.0     -11.9        0.0         
  27  15  -868.8     2.948        0.0           3888.0     -16.26       0.0         
  27  16  -94.87     -9.612       0.03722       1622.0     -4.812       -0.01856    
  27  17  1583.8     0.0          0.0           3709.2     0.0          0.0         
  27  19  2331.0     -9.238001    0.01158       1283.0     3.361        -0.02978    
  27  20  1000.0     0.0          0.0           -1398.7    0.0          0.0         
  27  22  15.62      -1.099       0.0           3985.0     -15.7        0.0         
  27  23  368.6      -1.748       0.0           3353.0     -14.2        0.0         
  27  24  -27.161    0.611        0.0           4235.3     -16.954      0.0         
  27  26  972.1      -6.82        0.009219      -131.8     9.802        -0.03582    
  27  27  0          0            0             0          0            0           
  27  28  3986.0     25.0         0.0           3638.0     -14.25       0.0         
  27  29  -184.5     2.2806       0.0           2926.02    -1.8141      0.0         
  27  35  -69.88     0.0          0.0           981.5      0.0          0.0         
  27  41  -12.71     -0.4758      0.0           472.49     -0.5503      0.0         
  27  44  207.16     -1.2206      0.0           223.782    -0.5826      0.0         
  27  47  593.203    -0.7904      0.0           88.32201   0.1605       0.0         
  28  0   -396.5     3.092        -0.006266     2345.0     -13.2        0.02156     
  28  1   452.2      -1.997       0.0           417.6      0.08726      0.0         
  28  2   -330.0     3.066        -0.005376     134.1      -0.8156      0.00145     
  28  3   1014.0     -4.702       0.004381      1358.0     -9.968       0.02093     
  28  4   1091.0     -1.274       0.0           741.8      -2.098       0.0         
  28  5   1079.0     -1.766       0.001238      374.2      -2.212       0.002688    
  28  6   882.6      -2.606       0.0           -595.7     2.634        0.0         
  28  8   -32.6      0.0847       0.0           -35.89     -0.1009      0.0         
  28  10  -50.36     0.02448      0.0           9.222      -0.3292      0.0         
  28  12  319.6      -1.368       0.0           -305.1     0.7063       0.0         
  28  13  53.75      0.0          0.0           -47.089    0.0          0.0         
  28  19  -128.21    0.50349      0.0           117.53     -0.44692     0.0         
  28  22  142.1      -0.153       0.0           24.44      -0.4713      0.0         
  28  23  -423.1     0.8154       0.0           822.4      -2.05        0.0         
  28  26  -65.74     0.0967       0.0           441.5      -0.5353      0.0         
  28  27  3638.0     -14.25       0.0           3986.0     25.0         0.0         
  28  28  0          0            0             0          0            0           
  28  29  85.6       0.0          0.0           986.0      0.0          0.0         
  28  30  68.87      3.217        0.0           655.7      -2.203       0.0         
  28  34  643.8      -0.7376      0.0           17.81      -0.2245      0.0         
  28  35  9.258      -0.1079      0.0           121.4      0.05397      0.0         
  28  36  -70.24     0.0          0.0           132.2      0.0          0.0         
  28  39  159.0      0.0          0.0           108.4      0.0          0.0         
  28  41  606.9      0.0          0.0           -340.9     0.0          0.0         
  28  44  119.3      -0.5691      0.0           522.9      -0.2485      0.0         
  28  49  324.62     -1.1828      0.0           11.442     0.7866       0.0         
  29  0   1744.0     -4.082       0.0           2383.0     -2.693       0.0         
  29  2   1866.23    -9.28137     0.008299      936.3391   -4.4141      0.012232    
  29  3   1931.39    -5.15065     4.52e-07      391.044    0.196357     2.25e-05    
  29  4   316.6      0.0          0.0           2100.0     0.0          0.0         
  29  8   -328.1     0.3045       0.0           -169.6     2.986        0.0         
  29  17  1.655      -1.164       0.0           3770.0     1.686        0.0         
  29  22  1295.0     -4.224       0.0           1248.0     -2.04        0.0         
  29  26  167.5      0.0          0.0           3286.0     0.0          0.0         
  29  27  2926.02    -1.8141      0.0           -184.5     2.2806       0.0         
  29  28  986.0      0.0          0.0           85.6       0.0          0.0         
  29  29  0          0            0             0          0            0           
  29  35  505.4      0.0          0.0           81.44501   0.0          0.0         
  29  44  2004.0     -4.5         0.0           2600.0     -4.8         0.0         
  30  0   72.12      -1.126       0.0           24.33      1.521        0.0         
  30  1   70.88      -1.09        0.0           46.06      1.545        0.0         
  30  2   574.6      -3.702       0.003682      3736.0     -25.0        0.04593     
  30  3   -1494.0    7.679        -0.01225      2586.0     -9.5         0.008819    
  30  5   2645.0     -9.172001    0.01177       -332.4     4.419        -0.007797   
  30  8   315.3      -0.5617      0.0           419.9      0.09772      0.0         
  30  10  280.0      -0.9491      0.0           861.1      -1.693       0.0         
  30  12  198.5      -1.434       0.0           35.02      1.702        0.0         
  30  13  166.56     -1.0407      0.0           1.0902     1.5927       0.0         
  30  19  434.8      0.0          0.0           468.8      0.0          0.0         
  30  22  -137.7     0.0          0.0           295.9      0.0          0.0         
  30  24  89.744     -1.0122      0.0           40.987     1.1526       0.0         
  30  26  52.01      -0.9095      0.0           9.362      1.033        0.0         
  30  28  655.7      -2.203       0.0           68.87      3.217        0.0         
  30  30  0          0            0             0          0            0           
  30  34  212.4      -0.3692      0.0           200.6      -0.228       0.0         
  30  39  -93.31     -0.1286      0.0           319.4      0.03419      0.0         
  30  44  29.45      -0.9194      0.0           92.4       1.191        0.0         
  31  0   -59.9      -0.008313    0.0           465.9      -0.8557      0.0         
  31  2   -2.1662    0.1196       0.0           77.083     -0.3094      0.0         
  31  5   1334.0     -1.863       0.0           75.71      -0.3753      0.0         
  31  8   64.41      0.0          0.0           2.714      0.0          0.0         
  31  9   -397.5     0.0          0.0           -373.7     0.0          0.0         
  31  11  13.97      0.0          0.0           161.8      0.0          0.0         
  31  12  -210.1     0.0          0.0           102.6      0.0          0.0         
  31  14  244.4      0.0          0.0           -205.1     0.0          0.0         
  31  19  41.54      0.646        0.0           -18.8      -0.3652      0.0         
  31  31  0          0            0             0          0            0           
  31  37  467.1      0.0          0.0           -360.0     0.0          0.0         
